period,NS,EW,UD,H
2.000000e-02,1.001937e-02,7.840701e-03,7.207277e-02,1.272259e-02
2.129572e-02,1.434553e-02,1.122378e-02,1.031744e-01,1.821449e-02
2.267538e-02,1.617694e-02,1.265669e-02,1.163460e-01,2.053985e-02
2.414443e-02,1.716185e-02,1.342753e-02,1.234313e-01,2.179054e-02
2.570865e-02,1.781082e-02,1.393553e-02,1.281006e-01,2.261469e-02
2.737421e-02,1.851091e-02,1.448749e-02,1.331464e-01,2.350620e-02
2.914768e-02,1.894791e-02,1.553045e-02,1.362438e-01,2.449936e-02
3.103604e-02,2.187599e-02,1.800940e-02,1.574699e-01,2.833544e-02
3.304674e-02,2.442765e-02,2.102513e-02,1.758121e-01,3.222989e-02
3.518770e-02,2.507203e-02,2.403004e-02,1.804339e-01,3.472822e-02
3.746737e-02,2.388082e-02,2.770519e-02,1.718512e-01,3.657692e-02
3.989473e-02,2.640097e-02,3.444546e-02,1.628666e-01,4.339932e-02
4.247935e-02,2.762029e-02,4.022993e-02,1.932297e-01,4.879885e-02
4.523142e-02,3.188875e-02,4.757675e-02,2.219330e-01,5.727512e-02
4.816178e-02,3.787284e-02,5.205018e-02,2.488404e-01,6.437059e-02
5.128199e-02,4.356533e-02,5.332333e-02,2.738881e-01,6.885721e-02
5.460434e-02,5.375385e-02,6.157948e-02,2.970681e-01,8.174050e-02
5.814194e-02,7.168220e-02,7.428885e-02,3.184133e-01,1.032336e-01
6.190872e-02,7.477649e-02,8.654609e-02,3.379865e-01,1.143755e-01
6.591954e-02,7.927262e-02,1.053564e-01,3.558706e-01,1.318488e-01
7.019020e-02,7.639503e-02,1.104207e-01,3.721620e-01,1.342718e-01
7.473754e-02,9.008179e-02,1.297235e-01,3.869642e-01,1.579332e-01
7.957948e-02,1.097457e-01,1.341734e-01,4.003839e-01,1.733396e-01
8.473512e-02,1.325350e-01,1.628910e-01,4.125279e-01,2.099976e-01
9.022476e-02,1.717330e-01,2.059561e-01,4.474340e-01,2.681607e-01
9.607006e-02,2.053301e-01,2.367937e-01,4.844055e-01,3.134194e-01
1.022941e-01,2.483694e-01,2.950269e-01,5.185114e-01,3.856530e-01
1.089213e-01,3.041056e-01,3.804009e-01,5.498377e-01,4.870165e-01
1.159778e-01,4.416796e-01,5.623894e-01,5.785043e-01,7.150963e-01
1.234916e-01,6.498183e-01,7.093248e-01,6.150914e-01,9.619800e-01
1.314921e-01,8.377347e-01,6.606376e-01,6.684334e-01,1.066884e+00
1.400110e-01,7.783881e-01,8.220606e-01,7.178140e-01,1.132109e+00
1.490817e-01,7.161005e-01,8.770128e-01,7.633076e-01,1.132233e+00
1.587401e-01,8.336612e-01,9.275891e-01,8.050477e-01,1.247162e+00
1.690242e-01,1.028396e+00,1.077363e+00,8.458454e-01,1.489398e+00
1.799746e-01,1.242815e+00,1.423099e+00,9.095103e-01,1.889391e+00
1.916345e-01,1.710102e+00,1.955314e+00,9.681994e-01,2.597634e+00
2.040497e-01,1.699894e+00,3.381835e+00,1.023666e+00,3.785030e+00
2.172693e-01,2.126429e+00,3.997024e+00,1.102757e+00,4.527461e+00
2.313453e-01,2.435631e+00,3.735099e+00,1.175755e+00,4.459065e+00
2.463332e-01,3.861700e+00,4.417192e+00,1.242837e+00,5.867224e+00
2.622921e-01,3.964353e+00,5.404460e+00,1.325645e+00,6.702557e+00
2.792850e-01,3.843177e+00,6.038966e+00,1.409591e+00,7.158151e+00
2.973787e-01,4.217667e+00,5.638315e+00,1.505486e+00,7.041258e+00
3.166447e-01,4.081276e+00,6.289532e+00,1.604668e+00,7.497668e+00
3.371588e-01,3.593174e+00,4.298975e+00,1.701608e+00,5.602864e+00
