period,NS,EW,UD,H
2.000000e-02,3.588019e-02,2.933495e-02,5.332683e-02,4.634574e-02
2.129572e-02,4.121061e-02,3.370872e-02,7.632698e-02,5.324088e-02
2.267538e-02,4.745730e-02,3.880156e-02,8.606896e-02,6.130054e-02
2.414443e-02,5.476467e-02,4.470480e-02,9.131052e-02,7.069433e-02
2.570865e-02,6.390987e-02,5.133778e-02,9.476536e-02,8.197584e-02
2.737421e-02,7.321464e-02,6.053569e-02,9.828554e-02,9.499975e-02
2.914768e-02,8.194665e-02,7.310812e-02,1.005180e-01,1.098183e-01
3.103604e-02,8.899047e-02,8.028338e-02,1.164955e-01,1.198529e-01
3.304674e-02,1.029954e-01,9.144982e-02,1.300312e-01,1.377357e-01
3.518770e-02,1.271241e-01,1.128417e-01,1.334142e-01,1.699817e-01
3.746737e-02,1.471868e-01,1.345598e-01,1.270271e-01,1.994249e-01
3.989473e-02,1.870243e-01,1.528583e-01,1.206669e-01,2.415445e-01
4.247935e-02,2.406046e-01,1.896509e-01,1.431353e-01,3.063626e-01
4.523142e-02,2.768470e-01,2.572352e-01,1.943222e-01,3.779077e-01
4.816178e-02,3.317020e-01,3.164384e-01,2.715015e-01,4.584316e-01
5.128199e-02,4.088126e-01,4.137616e-01,3.272533e-01,5.816583e-01
5.460434e-02,5.703608e-01,5.291381e-01,3.925390e-01,7.780094e-01
5.814194e-02,7.185431e-01,6.537273e-01,3.857235e-01,9.714235e-01
6.190872e-02,1.049341e+00,8.283807e-01,3.346104e-01,1.336911e+00
6.591954e-02,1.487080e+00,9.986490e-01,2.964949e-01,1.791286e+00
7.019020e-02,1.911121e+00,1.223606e+00,2.755426e-01,2.269272e+00
7.473754e-02,1.987121e+00,1.428178e+00,2.864959e-01,2.447109e+00
7.957948e-02,2.163984e+00,1.759851e+00,2.988332e-01,2.789248e+00
8.473512e-02,2.328264e+00,1.964485e+00,3.440358e-01,3.046312e+00
9.022476e-02,2.507036e+00,2.296369e+00,3.315401e-01,3.399785e+00
9.607006e-02,2.342008e+00,2.671301e+00,4.151703e-01,3.552584e+00
1.022941e-01,2.394546e+00,2.739127e+00,3.841551e-01,3.638223e+00
1.089213e-01,2.032600e+00,2.504465e+00,4.648211e-01,3.225493e+00
1.159778e-01,1.974245e+00,2.511611e+00,5.128754e-01,3.194657e+00
1.234916e-01,2.102332e+00,2.286557e+00,4.555184e-01,3.106146e+00
1.314921e-01,1.907774e+00,2.247397e+00,4.950141e-01,2.947947e+00
1.400110e-01,1.826736e+00,1.951891e+00,5.315761e-01,2.673358e+00
1.490817e-01,1.702072e+00,1.604490e+00,5.664552e-01,2.339111e+00
1.587401e-01,1.484698e+00,1.802961e+00,6.373987e-01,2.335593e+00
1.690242e-01,1.615562e+00,2.234671e+00,7.055906e-01,2.757498e+00
1.799746e-01,1.570496e+00,2.754586e+00,7.304900e-01,3.170836e+00
1.916345e-01,1.950068e+00,2.631138e+00,9.620884e-01,3.275004e+00
2.040497e-01,1.650458e+00,2.346787e+00,9.134763e-01,2.869045e+00
2.172693e-01,1.439472e+00,2.696732e+00,8.165764e-01,3.056868e+00
2.313453e-01,1.237370e+00,2.134926e+00,8.706269e-01,2.467589e+00
2.463332e-01,1.195037e+00,1.910815e+00,9.237684e-01,2.253736e+00
2.622921e-01,1.412458e+00,1.733338e+00,9.816665e-01,2.235955e+00
2.792850e-01,1.462058e+00,1.815352e+00,1.043823e+00,2.330905e+00
2.973787e-01,1.519880e+00,1.836911e+00,1.114623e+00,2.384172e+00
3.166447e-01,1.763663e+00,2.129573e+00,1.188061e+00,2.765066e+00
3.371588e-01,1.542900e+00,1.999305e+00,1.259971e+00,2.525423e+00
3.590020e-01,1.455007e+00,1.924870e+00,1.343187e+00,2.412917e+00
3.822603e-01,1.854044e+00,1.895222e+00,1.432787e+00,2.651291e+00
4.070254e-01,2.157905e+00,1.923198e+00,1.524069e+00,2.890544e+00
