frequency,NS,EW,UD
0.000000e+00,2.162000e-02,1.772000e-02,2.050000e-02
1.666667e-02,1.047978e-01,7.430585e-02,1.047725e-01
3.333333e-02,3.543414e-01,1.635975e-01,2.200712e-01
5.000000e-02,3.321399e-01,1.386310e-01,2.004525e-01
6.666667e-02,1.153973e-01,4.277873e-02,1.412761e-01
8.333333e-02,1.865189e-01,6.879805e-02,1.582286e-01
1.000000e-01,1.480909e-01,1.878639e-01,2.427576e-01
1.166667e-01,1.971141e-01,2.217145e-01,4.434535e-01
1.333333e-01,2.521943e-01,1.596307e-01,1.049920e-01
1.500000e-01,1.590595e-01,1.678830e-01,2.517452e-01
1.666667e-01,3.072301e-01,1.943200e-01,3.492703e-01
1.833333e-01,3.326579e-01,2.505740e-02,1.387928e-01
2.000000e-01,3.728614e-01,1.638736e-01,2.197759e-01
2.166667e-01,3.418443e-01,1.661669e-01,2.526987e-01
2.333333e-01,4.098021e-01,8.000883e-02,2.054360e-01
2.500000e-01,9.581888e-02,1.629259e-01,2.953886e-01
2.666667e-01,1.577655e-01,1.565274e-01,3.124954e-01
2.833333e-01,3.320763e-01,2.117178e-01,1.267853e-01
3.000000e-01,5.677790e-01,3.688333e-01,4.420134e-01
3.166667e-01,1.243547e-01,1.685784e-01,1.302233e-01
3.333333e-01,3.007400e-01,3.460767e-01,4.170797e-01
3.500000e-01,5.918495e-01,8.977711e-02,5.882294e-01
3.666667e-01,2.928662e-01,1.940564e-01,2.114270e-01
3.833333e-01,2.173042e-01,2.654503e-01,6.161215e-02
4.000000e-01,3.332569e-01,2.168814e-01,5.363403e-01
4.166667e-01,1.659329e-01,3.691446e-02,1.539705e-01
4.333333e-01,3.984033e-01,1.453951e-01,2.133864e-01
4.500000e-01,2.207360e-01,2.840177e-01,2.470687e-01
4.666667e-01,2.920714e-01,2.077973e-01,2.572959e-01
4.833333e-01,2.779250e-01,1.039232e-01,1.009016e-01
5.000000e-01,3.218396e-01,2.113021e-01,7.600099e-02
5.166667e-01,1.698990e-01,3.542706e-01,3.379035e-01
5.333333e-01,2.269969e-02,2.003342e-01,1.055098e-01
5.500000e-01,2.117230e-01,2.192137e-01,3.790069e-01
5.666667e-01,2.717564e-01,3.577206e-01,6.557334e-01
5.833333e-01,6.047984e-01,4.621439e-01,5.916365e-01
6.000000e-01,3.942896e-01,1.107017e-01,6.506722e-02
6.166667e-01,2.415148e-01,1.005510e-01,2.500533e-01
6.333333e-01,4.295009e-01,1.347297e-01,9.982731e-02
6.500000e-01,3.731609e-01,4.985101e-01,1.776055e-01
6.666667e-01,2.919314e-01,3.562226e-01,2.927904e-01
6.833333e-01,2.889019e-01,3.640351e-01,1.498694e-01
7.000000e-01,3.123712e-01,3.865172e-01,2.708460e-01
7.166667e-01,2.444037e-02,5.711569e-01,3.606549e-01
7.333333e-01,2.009143e-01,4.223817e-01,5.472397e-01
7.500000e-01,2.685818e-01,2.068411e-01,5.536079e-01
7.666667e-01,5.605389e-02,1.396952e-01,2.877285e-01
7.833333e-01,4.784422e-01,4.655931e-01,7.584238e-01
8.000000e-01,7.760916e-01,6.271662e-01,4.322478e-01
8.166667e-01,1.850923e-01,2.620493e-01,5.237551e-01
8.333333e-01,4.847610e-01,3.289647e-01,2.690465e-02
8.500000e-01,3.402311e-01,3.195671e-01,2.600035e-01
8.666667e-01,8.447682e-01,2.342278e-01,9.360154e-01
8.833333e-01,3.382902e-01,8.218735e-01,4.304117e-01
9.000000e-01,7.962211e-02,3.536117e-01,5.324866e-01
9.166667e-01,4.316016e-01,6.611989e-01,8.319799e-01
9.333333e-01,4.091860e-02,8.342628e-01,8.248518e-01
9.500000e-01,5.759846e-01,7.219358e-01,2.716286e-01
9.666667e-01,2.867114e-01,7.564336e-01,5.090653e-01
9.833333e-01,4.081268e-01,4.968332e-01,4.505484e-01
1.000000e+00,1.075147e+00,4.720496e-01,3.375060e-01
1.016667e+00,7.187837e-01,1.501101e+00,6.398026e-01
1.033333e+00,3.411786e-01,3.015127e-01,1.008327e-01
