period,NS,EW,UD,H
2.000000e-02,4.209550e-03,9.161883e-02,6.523673e-02,9.171548e-02
2.129572e-02,4.805233e-03,1.311803e-01,9.343173e-02,1.312683e-01
2.267538e-02,5.495644e-03,1.479290e-01,1.053612e-01,1.480311e-01
2.414443e-02,6.321868e-03,1.569362e-01,1.117734e-01,1.570635e-01
2.570865e-02,7.210425e-03,1.628710e-01,1.159973e-01,1.630305e-01
2.737421e-02,8.305463e-03,1.695573e-01,1.206670e-01,1.697605e-01
2.914768e-02,9.298321e-03,1.735939e-01,1.236144e-01,1.738428e-01
3.103604e-02,1.078786e-02,2.001028e-01,1.420848e-01,2.003933e-01
3.304674e-02,1.259480e-02,2.234641e-01,1.587005e-01,2.238188e-01
3.518770e-02,1.355556e-02,2.293855e-01,1.628994e-01,2.297857e-01
3.746737e-02,1.571155e-02,2.185219e-01,1.551479e-01,2.190860e-01
3.989473e-02,1.790403e-02,2.068111e-01,1.472493e-01,2.075846e-01
4.247935e-02,2.190079e-02,2.454048e-01,1.747301e-01,2.463801e-01
4.523142e-02,2.629948e-02,2.818890e-01,2.007087e-01,2.831132e-01
4.816178e-02,3.332189e-02,3.160906e-01,2.250619e-01,3.178421e-01
5.128199e-02,4.038259e-02,3.479284e-01,2.477320e-01,3.502641e-01
5.460434e-02,5.778907e-02,3.773922e-01,2.687115e-01,3.817911e-01
5.814194e-02,6.373767e-02,4.045239e-01,2.880305e-01,4.095144e-01
6.190872e-02,7.633861e-02,4.294031e-01,3.057456e-01,4.361360e-01
6.591954e-02,8.278366e-02,4.521355e-01,3.219321e-01,4.596516e-01
7.019020e-02,9.366506e-02,4.728433e-01,3.366769e-01,4.820310e-01
7.473754e-02,1.371672e-01,4.916582e-01,3.500739e-01,5.104338e-01
7.957948e-02,1.817052e-01,5.087159e-01,3.622197e-01,5.401931e-01
8.473512e-02,1.799900e-01,5.241519e-01,3.732108e-01,5.541946e-01
9.022476e-02,2.177685e-01,5.682502e-01,4.051871e-01,6.085486e-01
9.607006e-02,3.357681e-01,6.152313e-01,4.386432e-01,7.008921e-01
1.022941e-01,3.962197e-01,6.585715e-01,4.695065e-01,7.685743e-01
1.089213e-01,3.171810e-01,6.983796e-01,4.978544e-01,7.670318e-01
1.159778e-01,3.122274e-01,7.348080e-01,5.237956e-01,7.983914e-01
1.234916e-01,3.471130e-01,7.817319e-01,5.582602e-01,8.553316e-01
1.314921e-01,3.757028e-01,8.495079e-01,6.065445e-01,9.288791e-01
1.400110e-01,4.317841e-01,9.122511e-01,6.512428e-01,1.009277e+00
1.490817e-01,5.111468e-01,9.700559e-01,6.924224e-01,1.096485e+00
1.587401e-01,5.935133e-01,1.023092e+00,7.302042e-01,1.182782e+00
1.690242e-01,6.648941e-01,1.075498e+00,7.682352e-01,1.264429e+00
1.799746e-01,6.695921e-01,1.156394e+00,8.258919e-01,1.336264e+00
1.916345e-01,6.134349e-01,1.230968e+00,8.790414e-01,1.375349e+00
2.040497e-01,7.075575e-01,1.301968e+00,9.299093e-01,1.481809e+00
2.172693e-01,7.338735e-01,1.402475e+00,1.001569e+00,1.582879e+00
2.313453e-01,8.690658e-01,1.495240e+00,1.067708e+00,1.729456e+00
2.463332e-01,9.550642e-01,1.580487e+00,1.128484e+00,1.846642e+00
2.622921e-01,8.732646e-01,1.686650e+00,1.204090e+00,1.899310e+00
2.792850e-01,1.046268e+00,1.793339e+00,1.280174e+00,2.076232e+00
2.973787e-01,9.212597e-01,1.915875e+00,1.367809e+00,2.125863e+00
3.166447e-01,7.538393e-01,2.041944e+00,1.457728e+00,2.176650e+00
3.371588e-01,9.184881e-01,2.164612e+00,1.545937e+00,2.351418e+00
3.590020e-01,1.137116e+00,2.307482e+00,1.647852e+00,2.572451e+00
3.822603e-01,1.392409e+00,2.460346e+00,1.757271e+00,2.827031e+00
4.070254e-01,1.667067e+00,2.617078e+00,1.869086e+00,3.102936e+00
4.333949e-01,1.779437e+00,2.785695e+00,1.989612e+00,3.305524e+00
4.614729e-01,1.880951e+00,2.967364e+00,2.119665e+00,3.513293e+00
4.913698e-01,1.847165e+00,3.157849e+00,2.255585e+00,3.658419e+00
5.232037e-01,2.269230e+00,3.362659e+00,2.401678e+00,4.056708e+00
5.571000e-01,2.298335e+00,3.585131e+00,2.559968e+00,4.258581e+00
5.931922e-01,2.367974e+00,3.814009e+00,2.723201e+00,4.489317e+00
6.316228e-01,2.971539e+00,4.063907e+00,2.901885e+00,5.034420e+00
6.725431e-01,2.756026e+00,4.323984e+00,3.088020e+00,5.127623e+00
7.161144e-01,2.456960e+00,4.606215e+00,3.289839e+00,5.220524e+00
7.625086e-01,2.286531e+00,4.901564e+00,3.500612e+00,5.408655e+00
8.119085e-01,2.033470e+00,5.220740e+00,3.728278e+00,5.602779e+00
8.645087e-01,2.287408e+00,5.555585e+00,3.967670e+00,6.008058e+00
9.205168e-01,2.424634e+00,5.917955e+00,4.226518e+00,6.395392e+00
9.801534e-01,3.057269e+00,6.303209e+00,4.501531e+00,7.005522e+00
1.043654e+00,3.443423e+00,6.711067e+00,4.792128e+00,7.542916e+00
1.111268e+00,2.985235e+00,7.141727e+00,5.100220e+00,7.740535e+00
1.183262e+00,4.009967e+00,7.606306e+00,5.432588e+00,8.598588e+00
1.259921e+00,4.101146e+00,8.100373e+00,5.784894e+00,9.079397e+00
1.341546e+00,3.724306e+00,8.625636e+00,6.159160e+00,9.395321e+00
1.428460e+00,3.760045e+00,9.182324e+00,6.557795e+00,9.922349e+00
1.521004e+00,3.918986e+00,9.777808e+00,6.982837e+00,1.053394e+01
1.619544e+00,4.053209e+00,1.041244e+01,7.435966e+00,1.117351e+01
1.724467e+00,4.774175e+00,1.108691e+01,7.918404e+00,1.207114e+01
1.836189e+00,5.242538e+00,1.180461e+01,8.429275e+00,1.291638e+01
1.955148e+00,4.480919e+00,1.257119e+01,8.977878e+00,1.334591e+01
2.081814e+00,4.208100e+00,1.338324e+01,9.557343e+00,1.402923e+01
2.216686e+00,3.378947e+00,1.425213e+01,1.017777e+01,1.464720e+01
2.360297e+00,3.009672e+00,1.517425e+01,1.083662e+01,1.546984e+01
2.513211e+00,3.008019e+00,1.615698e+01,1.153805e+01,1.643460e+01
2.676031e+00,3.144132e+00,1.720330e+01,1.228630e+01,1.748826e+01
2.849401e+00,2.948771e+00,1.831844e+01,1.308211e+01,1.855426e+01
3.034002e+00,2.890967e+00,1.950529e+01,1.392929e+01,1.971836e+01
3.230563e+00,2.209333e+00,2.076903e+01,1.483107e+01,2.088621e+01
3.439858e+00,1.763838e+00,2.211464e+01,1.579303e+01,2.218487e+01
3.662712e+00,1.698168e+00,2.354778e+01,1.681585e+01,2.360893e+01
3.900005e+00,1.647948e+00,2.507236e+01,1.790536e+01,2.512646e+01
4.152671e+00,1.699941e+00,2.669699e+01,1.906501e+01,2.675106e+01
4.421705e+00,1.887506e+00,2.842699e+01,2.030055e+01,2.848959e+01
4.708170e+00,1.887935e+00,3.026895e+01,2.161579e+01,3.032777e+01
5.013193e+00,2.114281e+00,3.222970e+01,2.301571e+01,3.229897e+01
5.337978e+00,1.949121e+00,3.431755e+01,2.450653e+01,3.437286e+01
5.683804e+00,1.618797e+00,3.654149e+01,2.609550e+01,3.657733e+01
6.052035e+00,1.370461e+00,3.891513e+01,2.778976e+01,3.893925e+01
6.444122e+00,1.251957e+00,4.142247e+01,2.958111e+01,4.144139e+01
6.861610e+00,1.284163e+00,4.411379e+01,3.150224e+01,4.413248e+01
7.306147e+00,1.241729e+00,4.696486e+01,3.353819e+01,4.698128e+01
7.779482e+00,1.445893e+00,5.006094e+01,3.574866e+01,5.008182e+01
8.283484e+00,1.482281e+00,5.317194e+01,3.797107e+01,5.319260e+01
8.820137e+00,1.331632e+00,5.660533e+01,4.042304e+01,5.662099e+01
9.391559e+00,1.610569e+00,6.042597e+01,4.315107e+01,6.044743e+01
1.000000e+01,1.489741e+00,6.451048e+01,4.606815e+01,6.452768e+01
