period,NS,EW,UD,H
2.000000e-02,3.829253e-03,4.029719e-03,2.341364e-03,5.558940e-03
2.129572e-02,4.393968e-03,4.622832e-03,2.681027e-03,6.377894e-03
2.267538e-02,5.054928e-03,5.313239e-03,3.075330e-03,7.333676e-03
2.414443e-02,5.831870e-03,6.110645e-03,3.537560e-03,8.446934e-03
2.570865e-02,6.744655e-03,7.055903e-03,4.075575e-03,9.760950e-03
2.737421e-02,7.834012e-03,8.179497e-03,4.714321e-03,1.132590e-02
2.914768e-02,9.154938e-03,9.523266e-03,5.479402e-03,1.321005e-02
3.103604e-02,1.083833e-02,1.112847e-02,6.407491e-03,1.553423e-02
3.304674e-02,1.317396e-02,1.330970e-02,7.543336e-03,1.872702e-02
3.518770e-02,1.643526e-02,1.674510e-02,8.930201e-03,2.346308e-02
3.746737e-02,2.156596e-02,2.190119e-02,1.119337e-02,3.073683e-02
3.989473e-02,3.172110e-02,3.243981e-02,1.534790e-02,4.537146e-02
4.247935e-02,4.099708e-02,4.825914e-02,2.454290e-02,6.332223e-02
4.523142e-02,5.241732e-02,6.640925e-02,3.114652e-02,8.460357e-02
4.816178e-02,6.107196e-02,8.256493e-02,4.005213e-02,1.026974e-01
5.128199e-02,7.080095e-02,9.129798e-02,4.981606e-02,1.155340e-01
5.460434e-02,9.847258e-02,9.682663e-02,4.904442e-02,1.381023e-01
5.814194e-02,1.114137e-01,1.071742e-01,4.345797e-02,1.545941e-01
6.190872e-02,1.312788e-01,1.416049e-01,4.833847e-02,1.930960e-01
6.591954e-02,1.544304e-01,1.269932e-01,5.918775e-02,1.999401e-01
7.019020e-02,1.761122e-01,1.325124e-01,7.651784e-02,2.203975e-01
7.473754e-02,1.708240e-01,1.204451e-01,8.638746e-02,2.090164e-01
7.957948e-02,1.538439e-01,1.230043e-01,7.890450e-02,1.969720e-01
8.473512e-02,1.990875e-01,1.283597e-01,9.974484e-02,2.368798e-01
9.022476e-02,1.936962e-01,1.370653e-01,1.132769e-01,2.372870e-01
9.607006e-02,1.928676e-01,1.599159e-01,9.256862e-02,2.505414e-01
1.022941e-01,2.299043e-01,2.002845e-01,1.210806e-01,3.049096e-01
