period,NS,EW,UD,H
2.000000e-02,2.202919e-02,1.095494e-02,4.906208e-02,2.460276e-02
2.129572e-02,3.152457e-02,1.567934e-02,7.018246e-02,3.520853e-02
2.267538e-02,3.554985e-02,1.767892e-02,7.913682e-02,3.970310e-02
2.414443e-02,3.771630e-02,1.875413e-02,8.395813e-02,4.212169e-02
2.570865e-02,3.914438e-02,1.946275e-02,8.713750e-02,4.371591e-02
2.737421e-02,4.064878e-02,2.059802e-02,9.039038e-02,4.556975e-02
2.914768e-02,4.155394e-02,2.117759e-02,9.242525e-02,4.663926e-02
3.103604e-02,4.833164e-02,2.302617e-02,1.064894e-01,5.353646e-02
3.304674e-02,5.394840e-02,2.570288e-02,1.187957e-01,5.975841e-02
3.518770e-02,5.537085e-02,2.629514e-02,1.217604e-01,6.129735e-02
3.746737e-02,5.275671e-02,2.488297e-02,1.157380e-01,5.833038e-02
3.989473e-02,4.977768e-02,2.507988e-02,1.115591e-01,5.573884e-02
4.247935e-02,5.905798e-02,2.970075e-02,1.322397e-01,6.610582e-02
4.523142e-02,6.783104e-02,3.406877e-02,1.517895e-01,7.590607e-02
4.816178e-02,7.605520e-02,3.816330e-02,1.701158e-01,8.509307e-02
5.128199e-02,8.371100e-02,4.197471e-02,1.871753e-01,9.364511e-02
5.460434e-02,9.079592e-02,4.550180e-02,2.029625e-01,1.015594e-01
5.814194e-02,9.732006e-02,4.874963e-02,2.175000e-01,1.088472e-01
6.190872e-02,1.033026e-01,5.172778e-02,2.308305e-01,1.155300e-01
6.591954e-02,1.087689e-01,5.444889e-02,2.430107e-01,1.216361e-01
7.019020e-02,1.137483e-01,5.692764e-02,2.541061e-01,1.271984e-01
7.473754e-02,1.182726e-01,5.917978e-02,2.641872e-01,1.322523e-01
7.957948e-02,1.223744e-01,6.122157e-02,2.733267e-01,1.368341e-01
8.473512e-02,1.260862e-01,6.411322e-02,2.815974e-01,1.414505e-01
