period,NS,EW,UD,H
2.000000e-02,1.713978e-02,8.791915e-03,1.766529e-02,1.926317e-02
2.129572e-02,2.453791e-02,1.258693e-02,2.528832e-02,2.757789e-02
2.267538e-02,2.767042e-02,1.419417e-02,2.851692e-02,3.109866e-02
2.414443e-02,2.935524e-02,1.505864e-02,3.025365e-02,3.299231e-02
2.570865e-02,3.046549e-02,1.562828e-02,3.139815e-02,3.424017e-02
2.737421e-02,3.165250e-02,1.627210e-02,3.264797e-02,3.559020e-02
2.914768e-02,3.239022e-02,1.665689e-02,3.340993e-02,3.642223e-02
3.103604e-02,3.744276e-02,1.921438e-02,3.859602e-02,4.208507e-02
3.304674e-02,4.180518e-02,2.145655e-02,4.309302e-02,4.698997e-02
3.518770e-02,4.290472e-02,2.202511e-02,4.422712e-02,4.822780e-02
3.746737e-02,4.086411e-02,2.098291e-02,4.212477e-02,4.593646e-02
3.989473e-02,3.872788e-02,1.984721e-02,3.991353e-02,4.351736e-02
4.247935e-02,4.594854e-02,2.355074e-02,4.735551e-02,5.163241e-02
4.523142e-02,5.277451e-02,2.705184e-02,5.439070e-02,5.930388e-02
4.816178e-02,5.917338e-02,3.033388e-02,6.098571e-02,6.649536e-02
5.128199e-02,6.513001e-02,3.338911e-02,6.712493e-02,7.318983e-02
5.460434e-02,7.064246e-02,3.621651e-02,7.280635e-02,7.938509e-02
5.814194e-02,7.571858e-02,3.882012e-02,7.803807e-02,8.508998e-02
6.190872e-02,8.037328e-02,4.139258e-02,8.283546e-02,9.040581e-02
6.591954e-02,8.462633e-02,4.604255e-02,8.721888e-02,9.634070e-02
7.019020e-02,8.850059e-02,5.288161e-02,9.121191e-02,1.030962e-01
7.473754e-02,9.202070e-02,5.887942e-02,9.483993e-02,1.092456e-01
7.957948e-02,9.683485e-02,6.996689e-02,9.812912e-02,1.194670e-01
8.473512e-02,1.203471e-01,8.536037e-02,1.011056e-01,1.475459e-01
9.022476e-02,1.481478e-01,1.074833e-01,1.096515e-01,1.830312e-01
9.607006e-02,1.841658e-01,1.684261e-01,1.240245e-01,2.495684e-01
1.022941e-01,2.633586e-01,2.329755e-01,1.421263e-01,3.516181e-01
1.089213e-01,3.259228e-01,2.742383e-01,1.347497e-01,4.259487e-01
1.159778e-01,3.869307e-01,3.212248e-01,1.417757e-01,5.028924e-01
1.234916e-01,4.829624e-01,4.077187e-01,1.507599e-01,6.320500e-01
1.314921e-01,7.308100e-01,6.633358e-01,1.638333e-01,9.869639e-01
1.400110e-01,8.550228e-01,8.133168e-01,1.759358e-01,1.180063e+00
1.490817e-01,1.129772e+00,1.010533e+00,1.870857e-01,1.515771e+00
1.587401e-01,1.280190e+00,9.764933e-01,1.973157e-01,1.610101e+00
1.690242e-01,1.221068e+00,7.535026e-01,2.073288e-01,1.434843e+00
1.799746e-01,1.001140e+00,5.586566e-01,2.229324e-01,1.146463e+00
1.916345e-01,6.019770e-01,5.806440e-01,2.373165e-01,8.363754e-01
2.040497e-01,6.000909e-01,5.550568e-01,2.508919e-01,8.174333e-01
2.172693e-01,5.662643e-01,5.181522e-01,2.702764e-01,7.675526e-01
2.313453e-01,5.568333e-01,3.710856e-01,2.881678e-01,6.691546e-01
2.463332e-01,5.249005e-01,3.971817e-01,3.046090e-01,6.582354e-01
2.622921e-01,4.391016e-01,4.054798e-01,3.248859e-01,5.976823e-01
2.792850e-01,4.328674e-01,3.519384e-01,3.454605e-01,5.578842e-01
2.973787e-01,4.205552e-01,3.019510e-01,3.689452e-01,5.177268e-01
