period,NS,EW,UD,H
2.000000e-02,4.808082e-03,4.755886e-03,2.526092e-02,6.762847e-03
2.129572e-02,6.886337e-03,5.412925e-03,3.616196e-02,8.759075e-03
2.267538e-02,7.765536e-03,6.152690e-03,4.077822e-02,9.907529e-03
2.414443e-02,8.238044e-03,7.013005e-03,4.326139e-02,1.081885e-02
2.570865e-02,8.549263e-03,7.983038e-03,4.489785e-02,1.169696e-02
2.737421e-02,8.845474e-03,9.063931e-03,4.662989e-02,1.266480e-02
2.914768e-02,9.197621e-03,1.052622e-02,4.771562e-02,1.397847e-02
3.103604e-02,1.041623e-02,1.220236e-02,5.515622e-02,1.604354e-02
3.304674e-02,1.208919e-02,1.370241e-02,6.157968e-02,1.827306e-02
3.518770e-02,1.385540e-02,1.535251e-02,6.319423e-02,2.068022e-02
3.746737e-02,1.596470e-02,1.788809e-02,6.018085e-02,2.397615e-02
3.989473e-02,1.697711e-02,2.105333e-02,5.709998e-02,2.704561e-02
4.247935e-02,2.132949e-02,2.317382e-02,6.774227e-02,3.149561e-02
4.523142e-02,2.376394e-02,2.771332e-02,7.780282e-02,3.650689e-02
4.816178e-02,2.930390e-02,3.312872e-02,8.723388e-02,4.422929e-02
5.128199e-02,3.156876e-02,3.715465e-02,9.601314e-02,4.875505e-02
5.460434e-02,3.739157e-02,4.622708e-02,1.041377e-01,5.945648e-02
5.814194e-02,4.763535e-02,5.429131e-02,1.116192e-01,7.222654e-02
6.190872e-02,5.913989e-02,7.060293e-02,1.184796e-01,9.209940e-02
6.591954e-02,7.374428e-02,8.162251e-02,1.247480e-01,1.100021e-01
7.019020e-02,9.817149e-02,1.020077e-01,1.304581e-01,1.415740e-01
7.473754e-02,1.240150e-01,1.287693e-01,1.356463e-01,1.787771e-01
7.957948e-02,1.605547e-01,1.667082e-01,1.403499e-01,2.314507e-01
8.473512e-02,1.949271e-01,2.171524e-01,1.446064e-01,2.918077e-01
9.022476e-02,2.329017e-01,2.523059e-01,1.569208e-01,3.433678e-01
9.607006e-02,3.087659e-01,3.407273e-01,1.698807e-01,4.598168e-01
1.022941e-01,4.218258e-01,5.117162e-01,1.818360e-01,6.631671e-01
1.089213e-01,5.121502e-01,6.143192e-01,1.928170e-01,7.998037e-01
1.159778e-01,6.230690e-01,5.787207e-01,2.028656e-01,8.503720e-01
1.234916e-01,5.797855e-01,6.877602e-01,2.157611e-01,8.995362e-01
1.314921e-01,5.329313e-01,7.111267e-01,2.344620e-01,8.886602e-01
1.400110e-01,5.894498e-01,7.936839e-01,2.517741e-01,9.886280e-01
1.490817e-01,6.226626e-01,8.189802e-01,2.677234e-01,1.028804e+00
1.587401e-01,7.497427e-01,8.834697e-01,2.823566e-01,1.158720e+00
1.690242e-01,6.559405e-01,9.177523e-01,3.074700e-01,1.128063e+00
1.799746e-01,6.465140e-01,1.260294e+00,3.875491e-01,1.416447e+00
1.916345e-01,8.333804e-01,1.239689e+00,3.860709e-01,1.493771e+00
2.040497e-01,1.200821e+00,1.137461e+00,4.162820e-01,1.654022e+00
2.172693e-01,1.251318e+00,1.451199e+00,5.326506e-01,1.916187e+00
2.313453e-01,1.258113e+00,1.854737e+00,6.086989e-01,2.241182e+00
2.463332e-01,1.295320e+00,1.966844e+00,6.673817e-01,2.355065e+00
2.622921e-01,1.759092e+00,2.056828e+00,5.887774e-01,2.706464e+00
2.792850e-01,1.905879e+00,2.052907e+00,6.038545e-01,2.801215e+00
2.973787e-01,1.451917e+00,2.367207e+00,8.014039e-01,2.777000e+00
3.166447e-01,1.902618e+00,2.567096e+00,7.898161e-01,3.195299e+00
3.371588e-01,2.475469e+00,2.900608e+00,6.981397e-01,3.813329e+00
3.590020e-01,2.634920e+00,3.111427e+00,8.029044e-01,4.077228e+00
3.822603e-01,2.638361e+00,2.787006e+00,8.753687e-01,3.837753e+00
4.070254e-01,2.904366e+00,2.873291e+00,8.380346e-01,4.085480e+00
4.333949e-01,2.318274e+00,2.798935e+00,7.679632e-01,3.634340e+00
4.614729e-01,2.243896e+00,2.232464e+00,8.179556e-01,3.165275e+00
4.913698e-01,1.895995e+00,2.463474e+00,8.704739e-01,3.108617e+00
5.232037e-01,2.446968e+00,2.341064e+00,9.268857e-01,3.386478e+00
5.571000e-01,2.257581e+00,2.182246e+00,9.883286e-01,3.139884e+00
5.931922e-01,2.123268e+00,2.428655e+00,1.051542e+00,3.225931e+00
6.316228e-01,2.899382e+00,2.096857e+00,1.120270e+00,3.578159e+00
6.725431e-01,3.076134e+00,2.120722e+00,1.191655e+00,3.736317e+00
7.161144e-01,2.859947e+00,2.504502e+00,1.269411e+00,3.801556e+00
7.625086e-01,2.345450e+00,2.640184e+00,1.350944e+00,3.531530e+00
8.119085e-01,2.395659e+00,2.537243e+00,1.439127e+00,3.489525e+00
8.645087e-01,1.883954e+00,2.877426e+00,1.531518e+00,3.439311e+00
9.205168e-01,1.964041e+00,2.432412e+00,1.630835e+00,3.126353e+00
9.801534e-01,1.998017e+00,1.975617e+00,1.736765e+00,2.809829e+00
1.043654e+00,1.904592e+00,1.861579e+00,1.849810e+00,2.663259e+00
1.111268e+00,1.884781e+00,1.664258e+00,1.968765e+00,2.514389e+00
1.183262e+00,1.798892e+00,1.338693e+00,2.096426e+00,2.242345e+00
1.259921e+00,1.777631e+00,1.392874e+00,2.232546e+00,2.258334e+00
1.341546e+00,1.863836e+00,1.353448e+00,2.377601e+00,2.303411e+00
1.428460e+00,1.609085e+00,1.367085e+00,2.531243e+00,2.111416e+00
1.521004e+00,1.389098e+00,1.454189e+00,2.695029e+00,2.011035e+00
1.619544e+00,1.460708e+00,1.330570e+00,2.869918e+00,1.975876e+00
1.724467e+00,1.534263e+00,1.467343e+00,3.055585e+00,2.122984e+00
1.836189e+00,1.207517e+00,1.364090e+00,3.253913e+00,1.821768e+00
1.955148e+00,1.284208e+00,1.428327e+00,3.464793e+00,1.920757e+00
2.081814e+00,1.398805e+00,1.549376e+00,3.689322e+00,2.087395e+00
2.216686e+00,1.462515e+00,1.353889e+00,3.927882e+00,1.992979e+00
2.360297e+00,1.136710e+00,1.275005e+00,4.182471e+00,1.708141e+00
2.513211e+00,1.118029e+00,1.190789e+00,4.453200e+00,1.633392e+00
2.676031e+00,1.315633e+00,1.245877e+00,4.741416e+00,1.811933e+00
2.849401e+00,1.404775e+00,1.199987e+00,5.048842e+00,1.847529e+00
