period,NS,EW,UD,H
2.000000e-02,2.759619e-02,2.480826e-02,1.013637e-01,3.710795e-02
2.129572e-02,3.164283e-02,2.844947e-02,1.451009e-01,4.255163e-02
2.267538e-02,3.639219e-02,3.269069e-02,1.636268e-01,4.891904e-02
2.414443e-02,4.213364e-02,3.785957e-02,1.735924e-01,5.664442e-02
2.570865e-02,4.980563e-02,4.463496e-02,1.801598e-01,6.687960e-02
2.737421e-02,5.898736e-02,5.032118e-02,1.872666e-01,7.753534e-02
2.914768e-02,6.991088e-02,6.177064e-02,1.916257e-01,9.329063e-02
3.103604e-02,7.883707e-02,8.047504e-02,2.214612e-01,1.126566e-01
3.304674e-02,1.243168e-01,1.075468e-01,2.472583e-01,1.643806e-01
3.518770e-02,1.489215e-01,1.335181e-01,2.537588e-01,2.000118e-01
3.746737e-02,1.509016e-01,1.560167e-01,2.416886e-01,2.170542e-01
3.989473e-02,1.732818e-01,2.163215e-01,2.290542e-01,2.771671e-01
4.247935e-02,2.100626e-01,2.375556e-01,2.717569e-01,3.171103e-01
4.523142e-02,2.522645e-01,2.753099e-01,3.121254e-01,3.734072e-01
4.816178e-02,3.108355e-01,3.191834e-01,3.499681e-01,4.455297e-01
5.128199e-02,4.434269e-01,5.103651e-01,3.851954e-01,6.760917e-01
5.460434e-02,5.815784e-01,6.491384e-01,4.177958e-01,8.715584e-01
5.814194e-02,6.305754e-01,7.538924e-01,4.536636e-01,9.828424e-01
6.190872e-02,6.709487e-01,7.406838e-01,5.127740e-01,9.993921e-01
6.591954e-02,7.362447e-01,7.995619e-01,7.140630e-01,1.086902e+00
7.019020e-02,8.233679e-01,9.061722e-01,6.834405e-01,1.224370e+00
7.473754e-02,8.647679e-01,1.215764e+00,6.488007e-01,1.491947e+00
7.957948e-02,1.003097e+00,1.251028e+00,6.387350e-01,1.603519e+00
8.473512e-02,1.019673e+00,1.048496e+00,7.392512e-01,1.462558e+00
9.022476e-02,1.330897e+00,1.250618e+00,8.185060e-01,1.826289e+00
9.607006e-02,1.444751e+00,1.515982e+00,6.812693e-01,2.094160e+00
1.022941e-01,1.232707e+00,1.744475e+00,7.292361e-01,2.136061e+00
1.089213e-01,1.360823e+00,1.706922e+00,8.871537e-01,2.182985e+00
1.159778e-01,1.411408e+00,2.531555e+00,9.236302e-01,2.898421e+00
1.234916e-01,1.725099e+00,2.643381e+00,8.650969e-01,3.156490e+00
1.314921e-01,2.114849e+00,2.871645e+00,1.066294e+00,3.566361e+00
1.400110e-01,2.397467e+00,2.982246e+00,1.133192e+00,3.826439e+00
1.490817e-01,2.917534e+00,3.541322e+00,1.073549e+00,4.588351e+00
1.587401e-01,2.903496e+00,3.450018e+00,1.132252e+00,4.509203e+00
1.690242e-01,3.610454e+00,2.977676e+00,1.189635e+00,4.679950e+00
1.799746e-01,4.278922e+00,3.562160e+00,1.279174e+00,5.567598e+00
1.916345e-01,4.453567e+00,4.030354e+00,1.361715e+00,6.006498e+00
2.040497e-01,3.779606e+00,3.796730e+00,1.439719e+00,5.357292e+00
2.172693e-01,3.293427e+00,5.323947e+00,1.550953e+00,6.260277e+00
2.313453e-01,3.504815e+00,6.243404e+00,1.653619e+00,7.159876e+00
2.463332e-01,4.751428e+00,7.477316e+00,1.747964e+00,8.859251e+00
2.622921e-01,6.127013e+00,8.119556e+00,1.864455e+00,1.017190e+01
2.792850e-01,5.410682e+00,8.322960e+00,1.982519e+00,9.927092e+00
2.973787e-01,5.026900e+00,6.500991e+00,2.117423e+00,8.217822e+00
3.166447e-01,5.597399e+00,5.250377e+00,2.256915e+00,7.674460e+00
3.371588e-01,5.803835e+00,5.491861e+00,2.393219e+00,7.990309e+00
3.590020e-01,5.055148e+00,6.935211e+00,2.551282e+00,8.582055e+00
3.822603e-01,4.439397e+00,7.185360e+00,2.721368e+00,8.446162e+00
4.070254e-01,3.666589e+00,6.263505e+00,2.894755e+00,7.257780e+00
