period,NS,EW,UD,H
2.000000e-02,1.316840e-02,2.213195e-02,5.297550e-02,2.575325e-02
2.129572e-02,1.885305e-02,3.168242e-02,7.583552e-02,3.686750e-02
2.267538e-02,2.125975e-02,3.572698e-02,8.551718e-02,4.157396e-02
2.414443e-02,2.255417e-02,3.790263e-02,9.072518e-02,4.410555e-02
2.570865e-02,2.340715e-02,3.933642e-02,9.415731e-02,4.577388e-02
2.737421e-02,2.434829e-02,4.087010e-02,9.786896e-02,4.757315e-02
2.914768e-02,2.491982e-02,4.181920e-02,1.001469e-01,4.868104e-02
3.103604e-02,2.876505e-02,4.834777e-02,1.157426e-01,5.625775e-02
3.304674e-02,3.211834e-02,5.397805e-02,1.292250e-01,6.281097e-02
3.518770e-02,3.296483e-02,5.539503e-02,1.326225e-01,6.446153e-02
3.746737e-02,4.553668e-02,5.275724e-02,1.263143e-01,6.969158e-02
3.989473e-02,4.745660e-02,5.002112e-02,1.197097e-01,6.895101e-02
4.247935e-02,4.241796e-02,5.934508e-02,1.420273e-01,7.294602e-02
4.523142e-02,4.760878e-02,6.815938e-02,1.631250e-01,8.314023e-02
4.816178e-02,5.867128e-02,7.642216e-02,1.829026e-01,9.634659e-02
5.128199e-02,6.277964e-02,8.411389e-02,2.013134e-01,1.049592e-01
5.460434e-02,6.457169e-02,9.123205e-02,2.183513e-01,1.117711e-01
5.814194e-02,9.047507e-02,9.778678e-02,2.340406e-01,1.332216e-01
6.190872e-02,8.730130e-02,1.037973e-01,2.484274e-01,1.356297e-01
6.591954e-02,8.526496e-02,1.092892e-01,2.615728e-01,1.386155e-01
7.019020e-02,9.961194e-02,1.142920e-01,2.735473e-01,1.516087e-01
7.473754e-02,1.082232e-01,1.332825e-01,2.844273e-01,1.716872e-01
7.957948e-02,1.157010e-01,1.429047e-01,2.942912e-01,1.838708e-01
8.473512e-02,1.309753e-01,1.732446e-01,3.032173e-01,2.171825e-01
9.022476e-02,1.528772e-01,2.274759e-01,3.288737e-01,2.740743e-01
9.607006e-02,2.085487e-01,2.120977e-01,3.560486e-01,2.974525e-01
1.022941e-01,2.399206e-01,2.553021e-01,3.811173e-01,3.503442e-01
1.089213e-01,3.210277e-01,3.043746e-01,4.041429e-01,4.423830e-01
1.159778e-01,3.614907e-01,3.450048e-01,4.252135e-01,4.997037e-01
1.234916e-01,3.615910e-01,3.988884e-01,4.521152e-01,5.383865e-01
1.314921e-01,3.784103e-01,3.699438e-01,4.913229e-01,5.292001e-01
1.400110e-01,3.948070e-01,3.642022e-01,5.276189e-01,5.371367e-01
1.490817e-01,3.562787e-01,3.798142e-01,5.610578e-01,5.207623e-01
1.587401e-01,4.211228e-01,4.623812e-01,5.917377e-01,6.254125e-01
1.690242e-01,4.645234e-01,5.826178e-01,6.217243e-01,7.451346e-01
1.799746e-01,5.332600e-01,5.991942e-01,6.685197e-01,8.021221e-01
1.916345e-01,6.300631e-01,7.107292e-01,7.116576e-01,9.497976e-01
2.040497e-01,7.459487e-01,7.885331e-01,7.524398e-01,1.085460e+00
