datetime,NS,EW,UD
2025-12-08T23:15:38.000,0.3709693492382074,-0.18034393014624633,0.06953088985083099
2025-12-08T23:15:38.010,0.37094106994061626,-0.18036088628671282,0.0695262838129427
2025-12-08T23:15:38.020,0.37091262457696883,-0.18037749066103642,0.0695218791029198
2025-12-08T23:15:38.030,0.3708839221035554,-0.18039364019011522,0.06951761022098227
2025-12-08T23:15:38.040,0.37085499845170583,-0.18040943718765984,0.06951339417522459
2025-12-08T23:15:38.050,0.3708261650217198,-0.18042499996319206,0.06950919219847868
2025-12-08T23:15:38.060,0.3707975342090823,-0.18044016861111123,0.06950488542573308
2025-12-08T23:15:38.070,0.37076901760356457,-0.18045512534497177,0.06950057383039901
2025-12-08T23:15:38.080,0.37074043035230053,-0.18046991930219763,0.06949613504706191
2025-12-08T23:15:38.090,0.37071160695701966,-0.18048450635850466,0.06949156247256305
2025-12-08T23:15:38.100,0.37068249913481904,-0.18049853457562526,0.069487012227592
2025-12-08T23:15:38.110,0.37065300028714354,-0.1805117598137223,0.06948250284022126
2025-12-08T23:15:38.120,0.3706234373499788,-0.18052483710637462,0.0694780461561289
2025-12-08T23:15:38.130,0.37059411216019456,-0.18053788307931706,0.06947370688647476
2025-12-08T23:15:38.140,0.37056476675275535,-0.18055058139162683,0.06946939464720871
2025-12-08T23:15:38.150,0.37053534539380256,-0.18056311306294331,0.06946483972874867
2025-12-08T23:15:38.160,0.37050574060874647,-0.18057518089875219,0.06945992007369413
2025-12-08T23:15:38.170,0.37047575304983216,-0.18058690200161842,0.06945499098175228
2025-12-08T23:15:38.180,0.37044556878289026,-0.18059838343904677,0.06945007999456461
2025-12-08T23:15:38.190,0.3704152596433279,-0.18060926094808966,0.06944496118329999
2025-12-08T23:15:38.200,0.3703850642775148,-0.18061996808773667,0.06943970461619994
2025-12-08T23:15:38.210,0.37035501634157386,-0.1806309555939461,0.06943445070721967
2025-12-08T23:15:38.220,0.3703245838748328,-0.18064213369236742,0.06942907021256987
2025-12-08T23:15:38.230,0.3702936563368753,-0.1806529897441166,0.0694235580248557
2025-12-08T23:15:38.240,0.37026254280353904,-0.18066319676622705,0.0694180806022712
2025-12-08T23:15:38.250,0.37023136355680425,-0.18067293665341544,0.06941272373263521
2025-12-08T23:15:38.260,0.3702001260740086,-0.18068229128037577,0.0694074196062092
2025-12-08T23:15:38.270,0.3701688130771875,-0.18069158130320767,0.06940216342846744
2025-12-08T23:15:38.280,0.3701372463205274,-0.18070082238043683,0.06939691441201871
2025-12-08T23:15:38.290,0.3701052984890652,-0.1807093805406495,0.06939149704497136
2025-12-08T23:15:38.300,0.37007327093469056,-0.1807174232788058,0.06938616688958138
2025-12-08T23:15:38.310,0.3700413602196987,-0.18072529530128484,0.0693808711438455
2025-12-08T23:15:38.320,0.37000959164795355,-0.18073304981761562,0.06937548392340115
2025-12-08T23:15:38.330,0.3699778974880634,-0.18074059729912795,0.06937016813502471
2025-12-08T23:15:38.340,0.36994581473850385,-0.1807474523241624,0.06936476586303011
2025-12-08T23:15:38.350,0.36991323584202684,-0.1807537839074821,0.06935936265295904
2025-12-08T23:15:38.360,0.3698803849472365,-0.18075975997437105,0.0693538329079259
2025-12-08T23:15:38.370,0.3698474241782112,-0.18076530423725456,0.06934819943550496
2025-12-08T23:15:38.380,0.36981462339456495,-0.18077077408660241,0.06934273769816772
2025-12-08T23:15:38.390,0.3697818025752186,-0.180776183542236,0.06933735405769574
2025-12-08T23:15:38.400,0.3697489583772019,-0.18078124100761805,0.06933196068228055
2025-12-08T23:15:38.410,0.36971628885258767,-0.18078597586028883,0.06932617680522594
2025-12-08T23:15:38.420,0.36968359847686577,-0.1807904114608277,0.06931990746204232
2025-12-08T23:15:38.430,0.3696508782126895,-0.18079452898934106,0.06931348466178644
2025-12-08T23:15:38.440,0.3696182461401253,-0.18079829081678395,0.0693071763399784
2025-12-08T23:15:38.450,0.369585504274652,-0.1808019166706787,0.0693010053451602
2025-12-08T23:15:38.460,0.3695526025699919,-0.18080539488234215,0.06929486872984374
2025-12-08T23:15:38.470,0.36951947196160057,-0.18080844175860133,0.06928860968932202
2025-12-08T23:15:38.480,0.3694861111048924,-0.18081105026530708,0.06928220107603034
2025-12-08T23:15:38.490,0.36945260220937054,-0.18081304207100812,0.06927567233357823
2025-12-08T23:15:38.500,0.3694190732306591,-0.1808146691807353,0.06926915157839382
2025-12-08T23:15:38.510,0.36938570411653776,-0.18081629771549584,0.06926249429333389
2025-12-08T23:15:38.520,0.36935212831067377,-0.1808176874264087,0.0692556515037663
2025-12-08T23:15:38.530,0.3693181717729888,-0.18081877169094884,0.06924887903240647
2025-12-08T23:15:38.540,0.3692840442539608,-0.180819513238833,0.06924198818641139
2025-12-08T23:15:38.550,0.36924992989763494,-0.18082017788218874,0.06923489030380489
2025-12-08T23:15:38.560,0.3692162647145173,-0.1808210353291424,0.06922785200684882
2025-12-08T23:15:38.570,0.36918290737136567,-0.18082165869022354,0.0692211925410553
2025-12-08T23:15:38.580,0.3691493414267765,-0.18082182620056542,0.06921472364642252
2025-12-08T23:15:38.590,0.3691152880293621,-0.180821530810364,0.06920791018576704
2025-12-08T23:15:38.600,0.36908082955856236,-0.1808208995377335,0.0692008850583842
2025-12-08T23:15:38.610,0.36904619428320995,-0.18082022598153652,0.06919404025489859
2025-12-08T23:15:38.620,0.36901135099383164,-0.18081951145287756,0.06918735665006047
2025-12-08T23:15:38.630,0.3689765136611852,-0.18081884991829056,0.06918081315324434
