source,station_code,station_name,lat,lon,height_m,start_time,duration_s,sampling_rate_hz,intensity,acc_NS,acc_EW,acc_UD,acc_H,acc_total,vel_NS,vel_EW,vel_UD,vel_H,vel_total,disp_NS,disp_EW,disp_UD,disp_H,disp_total
JMA,42215,南三陸町志津川,38.6784,141.461,,2025-12-08T23:15:40.000,240.0,100,2,15.732,11.388,-6.572,15.841,15.875,0.905,0.942,-0.576,0.957,1.005,0.242,0.474,0.267,0.519,0.521
JMA,42216,北秋田市花園町,40.226,140.3707,,2025-12-08T23:15:20.000,300.0,100,3,20.736,28.943,-7.416,30.272,30.29,-3.261,2.662,1.093,3.742,3.756,-1.346,-1.012,0.329,1.51,1.523
JMA,42217,五城目町西磯ノ目,39.9438,140.1111,,2025-12-08T23:15:30.000,300.0,100,3,-12.864,-12.731,-5.006,13.611,13.699,2.067,-2.452,-1.043,2.494,2.494,1.353,0.938,0.433,1.452,1.457
JMA,42218,仙北市角館町中菅沢,39.5902,140.5671,,2025-12-08T23:15:30.000,240.0,100,3,12.574,11.973,6.307,13.132,13.141,-1.952,-1.562,-0.881,1.952,1.952,-0.599,0.681,0.245,0.835,0.835
JMA,42219,横手市雄物川町今宿,39.2912,140.4296,,2025-12-08T23:15:30.000,300.0,100,3,21.979,-17.703,7.236,23.664,23.742,2.52,-2.36,-0.858,3.426,3.429,1.031,-0.655,0.329,1.191,1.191
JMA,42220,河北町西里,38.4144,140.2804,,2025-12-08T23:15:50.000,300.0,100,3,-5.069,-8.992,3.788,9.022,9.068,1.411,1.939,0.923,2.058,2.098,-0.759,1.108,-0.437,1.162,1.181
JMA,42221,山形小国町岩井沢,38.0562,139.7478,,2025-12-08T23:16:00.000,300.0,100,2,5.044,6.21,-2.934,6.686,6.719,0.976,1.107,-0.486,1.147,1.234,0.339,-0.476,0.249,0.584,0.586
JMA,42222,遊佐町遊佐,39.012,139.9086,,2025-12-08T23:15:50.000,300.0,100,3,15.389,-11.171,4.145,18.039,18.086,4.094,-4.152,-1.12,4.391,4.392,2.331,-2.38,0.616,2.384,2.387
JMA,42223,南会津町田島,37.2002,139.7732,,2025-12-08T23:16:20.000,240.0,100,2,2.326,-2.733,-1.01,3.159,3.181,0.343,0.441,-0.233,0.465,0.465,-3.738,-3.773,0.505,5.311,5.334
JMA,42224,西会津町野沢,37.5871,139.6487,,2025-12-08T23:16:10.000,300.0,100,2,-3.371,3.158,-1.484,3.476,3.495,0.675,-0.777,0.364,0.794,0.795,-0.312,0.374,0.183,0.445,0.458
JMA,42225,猪苗代町城南,37.5589,140.1049,,2025-12-08T23:16:10.000,300.0,100,2,-7.464,6.212,-2.719,7.779,8.145,-1.599,-1.677,-0.718,1.764,1.778,0.923,-0.881,-0.638,0.967,1.041
JMA,42226,棚倉町棚倉中居野,37.0292,140.3802,,2025-12-08T23:16:00.000,240.0,100,2,-5.886,-7.521,3.047,8.251,8.272,-0.713,0.638,0.431,0.714,0.714,0.38,-0.267,0.132,0.427,0.437
JMA,42227,田村市船引町,37.4401,140.5765,,2025-12-08T23:16:00.000,240.0,100,2,-7.904,-7.078,-1.501,8.453,8.455,-0.497,0.517,0.284,0.651,0.675,0.347,-0.232,-0.12,0.402,0.402
JMA,42228,浪江町幾世橋,37.4945,140.9997,,2025-12-08T23:15:50.000,300.0,100,3,15.171,-14.466,6.016,18.447,18.544,-2.167,2.112,-1.185,2.342,2.431,-0.709,-0.702,-0.489,0.767,0.877
JMA,42301,茨城鹿嶋市鉢形,35.9665,140.6464,,2025-12-08T23:16:20.000,300.0,100,2,4.896,6.785,-2.174,6.929,6.93,-0.926,-1.476,-0.403,1.48,1.491,0.619,0.64,-0.386,0.835,0.919
JMA,42302,常陸大宮市中富町,36.5427,140.4109,,2025-12-08T23:16:30.000,240.0,100,2,-8.437,5.502,-3.807,8.985,8.986,-1.427,-0.883,-0.673,1.556,1.593,15.849,7.176,12.454,17.397,21.395
JMA,42303,鉾田市鉾田,36.1586,140.5166,,2025-12-08T23:16:20.000,300.0,100,2,-5.292,-4.529,-2.505,5.537,5.537,1.253,-1.067,0.394,1.286,1.287,-0.373,0.377,0.11,0.438,0.439
JMA,42304,筑西市舟生,36.2509,139.9321,,2025-12-08T23:16:20.000,300.0,100,3,11.208,14.355,3.648,14.386,14.387,-2.319,1.784,0.757,2.467,2.474,1.365,0.872,0.395,1.575,1.575
JMA,42305,利根町布川,35.8578,140.1391,,2025-12-08T23:16:40.000,360.0,100,2,-4.452,5.12,-2.464,5.167,5.21,-1.045,-1.015,0.625,1.166,1.167,30.185,-24.274,-23.701,38.735,45.41
JMA,42306,益子町益子,36.4675,140.0931,,2025-12-08T23:16:30.000,120.0,100,2,-2.952,3.58,-0.959,3.788,3.798,0.344,0.412,0.23,0.429,0.435,-6.041,-1.152,0.287,6.15,6.155
JMA,42307,那須烏山市神長,36.6591,140.1333,,2025-12-08T23:16:50.000,300.0,100,2,3.493,3.905,2.718,4.002,4.133,-0.641,-0.518,0.375,0.663,0.664,8.369,7.997,-16.767,11.576,20.367
JMA,42308,大田原市黒羽田町,36.8633,140.1216,,2025-12-08T23:16:20.000,180.0,100,2,2.341,-3.038,1.862,3.039,3.04,-0.478,-0.378,-0.294,0.508,0.509,1.813,2.478,2.136,3.071,3.739
JMA,42309,東吾妻町原町,36.5714,138.8212,,2025-12-08T23:17:30.000,60.0,100,1,0.723,0.664,0.389,0.724,0.76,-0.271,-0.326,-0.132,0.336,0.336,-0.554,-0.978,1.341,1.12,1.747
JMA,42310,板倉町板倉,36.2249,139.6015,,2025-12-08T23:16:30.000,300.0,100,2,-6.406,6.849,-2.619,6.964,7.029,1.566,1.471,0.57,1.584,1.626,5.326,3.296,-8.916,6.263,10.895
JMA,42311,鳩山町大豆戸,35.9814,139.3341,,2025-12-08T23:17:30.000,120.0,100,2,2.211,3.636,2.103,3.669,4.223,0.828,0.935,0.507,0.942,0.956,-2.003,1.372,-4.997,2.411,5.537
JMA,42312,本庄市児玉町,36.1907,139.1279,,2025-12-08T23:16:30.000,180.0,100,2,3.837,-4.495,-1.648,4.608,4.723,1.06,-1.074,-0.444,1.299,1.3,-0.443,-0.493,0.307,0.594,0.595
JMA,42313,多古町多古,35.7354,140.4675,,2025-12-08T23:16:40.000,420.0,100,2,-4.39,-4.225,1.732,5.355,5.377,-0.778,-0.72,0.326,0.857,0.857,-28.775,6.506,-17.955,29.501,34.536
JMA,42314,一宮町一宮,35.3718,140.3684,,2025-12-08T23:17:40.000,240.0,100,2,-2.354,-2.806,-1.144,3.043,3.097,-0.56,0.637,-0.314,0.76,0.76,7.508,-2.616,-8.818,7.937,11.862
JMA,42315,湯河原町中央,35.1479,139.1082,,2025-12-08T23:17:10.000,180.0,100,2,4.658,-3.602,-1.136,4.671,4.686,0.395,0.449,0.212,0.452,0.457,-8.56,4.154,5.846,9.515,11.164
JMA,42316,胎内市新和町,38.0596,139.4102,,2025-12-08T23:16:20.000,240.0,100,2,2.773,-2.52,-2.028,2.944,3.015,0.879,-0.925,-0.68,1.151,1.194,11.268,-6.76,1.923,13.131,13.271
JMA,42317,五泉市村松乙,37.6934,139.1743,,2025-12-08T23:17:00.000,180.0,100,1,1.618,1.825,-1.313,1.935,1.984,-0.634,0.592,-0.368,0.813,0.872,-0.818,-4.952,1.065,4.959,5.067
JMA,42318,新潟西蒲区役所,37.7607,138.8894,,2025-12-08T23:17:00.000,300.0,100,2,3.513,-3.034,-1.272,3.566,3.58,-1.116,1.43,-0.543,1.435,1.453,-24.241,2.14,7.354,24.327,25.413
JMA,42319,南魚沼市六日町,37.0656,138.876,,2025-12-08T23:16:20.000,300.0,100,2,-4.578,4.965,-0.549,5.055,5.056,-0.766,1.053,0.128,1.053,1.053,0.29,0.247,-0.114,0.317,0.322
JMA,42325,能登町宇出津,37.3109,137.1473,,2025-12-08T23:16:40.000,60.0,100,1,0.999,0.804,0.271,1.021,1.025,0.176,-0.112,-0.052,0.202,0.204,1.597,-1.61,-0.453,2.267,2.311
JMA,42328,上野原市四方津,35.6134,139.0815,,2025-12-08T23:17:50.000,180.0,100,1,1.07,1.086,-0.66,1.264,1.322,0.232,0.258,0.135,0.286,0.287,-1.052,2.949,0.926,3.13,3.262
JMA,42331,飯島町飯島,35.6767,137.9195,,2025-12-08T23:18:10.000,120.0,100,1,-1.07,-0.981,-0.746,1.394,1.401,0.226,-0.396,0.166,0.407,0.409,-1.101,7.476,0.129,7.553,7.554
JMA,42338,伊東市大原,34.9654,139.102,,2025-12-08T23:18:10.000,180.0,100,1,1.037,1.183,-0.485,1.411,1.414,0.27,0.236,0.104,0.27,0.274,-9.292,0.663,3.946,9.311,10.112
JMA,47001,浜中町湯沸,43.0828,145.1608,,2025-12-08T23:15:50.000,240.0,100,2,14.153,15.446,-4.268,16.602,16.777,0.954,1.181,0.549,1.389,1.391,0.707,0.912,0.391,0.913,0.925
JMA,47002,広尾町白樺通,42.2913,143.2988,,2025-12-08T23:15:20.000,300.0,100,3,-38.718,37.448,18.447,44.018,44.054,-2.821,2.242,-1.415,3.306,3.448,-0.546,1.027,-0.455,1.028,1.047
JMA,47003,新ひだか町静内御園,42.4099,142.4667,,2025-12-08T23:15:20.000,360.0,100,4,-41.082,-45.494,-28.362,48.828,50.406,-6.764,6.204,4.474,6.809,6.809,2.649,2.842,-1.164,3.056,3.079
JMA,47004,厚真町鹿沼,42.6226,141.9204,,2025-12-08T23:15:30.000,360.0,100,5弱,-161.791,261.56,-32.467,268.136,268.427,-18.437,-19.149,3.108,19.942,19.962,4.507,3.798,1.506,4.507,4.531
JMA,47005,石狩市聚富,43.2753,141.4175,,2025-12-08T23:15:40.000,360.0,100,3,37.601,33.098,12.168,44.517,44.671,-3.161,-2.562,1.613,3.179,3.186,-1.424,-1.236,0.807,1.621,1.65
JMA,47006,せたな町北檜山区豊岡,42.4225,139.8767,,2025-12-08T23:15:40.000,240.0,100,2,6.403,-7.484,3.427,7.848,7.918,0.746,-0.866,0.438,0.909,0.924,0.349,-0.373,-0.288,0.463,0.466
JMA,47007,東通村砂子又蒲谷地,41.2653,141.3374,,2025-12-08T23:15:10.000,360.0,100,5弱,186.788,162.272,-109.064,189.895,192.703,16.211,12.191,9.411,16.28,16.771,-3.114,1.811,1.246,3.43,3.497
JMA,47008,六ヶ所村出戸,41.0073,141.3664,,2025-12-08T23:15:10.000,300.0,100,4,127.999,125.332,-47.593,129.929,130.421,-10.824,-8.263,3.575,10.925,11.495,-4.121,1.905,1.357,4.284,4.462
JMA,47009,弘前市弥生,40.6519,140.359,,2025-12-08T23:15:20.000,360.0,100,3,27.653,38.239,-12.383,38.803,39.489,6.306,3.579,-2.573,6.312,6.448,-3.212,-1.879,-1.475,3.215,3.218
JMA,47010,久慈市枝成沢,40.2056,141.7098,,2025-12-08T23:15:10.000,360.0,100,5弱,227.729,129.084,-42.396,227.73,228.079,9.554,-7.744,-2.598,9.672,9.693,-1.31,1.55,-0.712,2.006,2.027
JMA,47011,雫石町西根上駒木野,39.7415,140.9527,,2025-12-08T23:15:30.000,300.0,100,3,-25.082,-23.874,-15.198,28.783,28.834,-3.213,3.12,-1.642,4.049,4.07,-1.841,1.224,-0.682,2.081,2.082
JMA,47012,気仙沼市本吉町西川内,38.8108,141.4738,,2025-12-08T23:15:40.000,240.0,100,3,14.265,-21.116,10.13,21.127,21.876,0.787,1.423,-0.953,1.468,1.469,-0.293,0.472,-0.34,0.539,0.54
JMA,47013,大崎市古川大崎,38.6022,140.9112,,2025-12-08T23:15:40.000,360.0,100,3,19.219,-17.575,7.855,20.613,21.132,2.953,3.299,1.719,3.561,3.639,-1.122,-1.264,0.613,1.325,1.334
JMA,47016,遊佐町小原田,39.0162,139.9306,,2025-12-08T23:16:00.000,300.0,100,3,-5.989,5.285,4.803,6.779,6.78,1.934,-2.975,-1.292,3.453,3.481,1.832,4.988,-12.722,4.99,13.63
JMA,47017,米沢市アルカディア,37.9127,140.1436,,2025-12-08T23:16:00.000,300.0,100,3,10.077,7.599,3.36,10.078,10.182,-1.475,1.37,-0.405,1.48,1.48,-1.12,-0.68,-0.145,1.201,1.202
JMA,47018,古殿町松川横川,37.0909,140.5611,,2025-12-08T23:16:10.000,180.0,100,1,2.653,2.553,2.077,3.141,3.416,0.264,0.341,-0.404,0.354,0.426,-0.126,-0.145,-0.217,0.159,0.218
JMA,47019,ひたちなか市山ノ上町,36.3405,140.5868,,2025-12-08T23:17:20.000,180.0,100,2,-2.777,2.413,-1.111,3.108,3.218,0.534,0.605,0.2,0.791,0.8,21.951,26.028,-4.96,34.047,34.406
JMA,47020,潮来市堀之内,35.9659,140.5259,,2025-12-08T23:16:30.000,360.0,100,2,-5.199,-6.438,-3.049,6.988,6.998,1.245,1.249,-0.74,1.318,1.404,-6.725,-2.292,-1.124,7.104,7.189
JMA,47021,山武市松尾町富士見台,35.6426,140.4483,,2025-12-08T23:17:20.000,360.0,100,2,-4.315,4.007,1.471,4.475,4.501,1.111,0.778,-0.496,1.233,1.248,-17.325,19.275,18.274,25.913,31.709
JMA,47022,鴨川市内浦,35.16,140.1991,,2025-12-08T23:18:00.000,180.0,100,1,-1.355,1.336,0.644,1.528,1.528,-0.334,-0.415,0.19,0.419,0.427,1.085,3.514,-2.903,3.656,4.668
JMA,47023,東京利島村東山,34.5236,139.2883,,2025-12-08T23:18:30.000,120.0,100,1,0.962,0.921,-0.341,1.004,1.01,-0.25,-0.289,0.092,0.305,0.306,2.739,-8.488,-0.321,8.91,8.916
JMA,47027,伊豆市中伊豆グラウンド,34.9588,139.0087,,2025-12-08T23:16:40.000,240.0,100,1,2.142,-2.307,-0.92,2.501,2.518,0.393,0.411,-0.148,0.494,0.504,-0.142,-0.409,0.128,0.413,0.432
JMA,47041,標津町古多糠,43.7756,145.0046,,2025-12-08T23:16:00.000,300.0,100,3,-9.435,8.689,6.676,12.043,12.227,1.316,-0.919,0.864,1.358,1.462,0.684,0.592,-0.234,0.904,0.911
JMA,47042,渡島松前町清部,41.5248,140.0069,,2025-12-08T23:15:30.000,240.0,100,2,9.858,-7.972,4.175,10.209,10.234,-0.615,0.869,0.78,0.979,1.178,0.337,0.383,0.43,0.402,0.478
JMA,47044,南相馬市鹿島区栃窪,37.7246,140.8874,,2025-12-08T23:16:00.000,240.0,100,2,6.851,-6.89,2.94,7.712,7.73,0.829,-0.951,0.52,1.252,1.252,-0.324,-0.455,0.222,0.501,0.506
JMA,47051,千葉美浜区ひび野,35.6438,140.0402,,2025-12-08T23:16:30.000,420.0,100,2,-5.983,-6.476,1.591,7.129,7.144,1.529,1.084,0.443,1.603,1.604,-0.653,0.931,0.312,0.944,0.945
JMA,47052,浦安市日の出,35.6442,139.924,,2025-12-08T23:16:40.000,420.0,100,3,11.031,9.745,2.006,11.204,11.317,2.469,-1.88,-0.539,2.514,2.517,7.611,-11.08,9.289,13.441,16.338
JMA,47053,東京墨田区横川,35.7039,139.815,,2025-12-08T23:17:10.000,300.0,100,2,5.369,-3.864,1.352,5.377,5.397,1.058,0.772,0.548,1.068,1.069,18.633,15.654,-2.58,24.331,24.466
JMA,47054,東京江東区青海,35.6168,139.7812,,2025-12-08T23:17:30.000,300.0,100,2,6.448,-4.853,-1.79,6.869,6.902,1.069,-1.06,-0.378,1.106,1.107,3.601,-0.508,-3.247,3.603,4.85
JMA,47055,東京新宿区西新宿,35.6907,139.6953,,2025-12-08T23:17:30.000,300.0,100,2,-3.18,-3.955,1.514,4.354,4.372,-1.129,-0.973,0.54,1.133,1.144,11.311,3.202,-5.221,11.755,12.862
JMA,47056,東京港区海岸,35.6389,139.7529,,2025-12-08T23:17:30.000,300.0,100,2,-4.047,3.996,1.166,4.323,4.323,-0.917,-0.779,-0.323,0.919,0.919,-5.17,8.179,3.979,9.671,10.455
JMA,47057,横浜鶴見区大黒ふ頭,35.4608,139.6733,,2025-12-08T23:17:20.000,360.0,100,-,5.134,4.119,-1.932,5.134,5.146,-1.461,-1.277,0.636,1.558,1.558,9.162,1.003,3.515,9.179,9.821
JMA,47201,稚内市恵北,45.3183,141.8934,,2025-12-08T23:17:20.000,180.0,100,1,1.032,-1.085,0.94,1.255,1.298,-0.531,-0.587,-0.379,0.627,0.673,-7.47,2.86,-1.457,7.975,8.086
JMA,47202,宗谷枝幸町岬町,44.9614,142.5798,,2025-12-08T23:16:50.000,180.0,100,1,1.327,-1.638,0.979,1.761,1.78,-0.408,-0.448,-0.404,0.456,0.518,4.514,0.384,10.358,4.521,11.302
JMA,47203,初山別村有明,44.4017,141.8493,,2025-12-08T23:16:10.000,240.0,100,2,-4.314,-5.122,-2.745,5.233,5.242,-1.118,-1.508,1.019,1.518,1.518,12.344,-1.047,-0.768,12.355,12.355
JMA,47204,北竜町竜西,43.7454,141.7212,,2025-12-08T23:15:40.000,300.0,100,3,-16.901,17.384,7.411,17.869,18.517,1.74,2.509,1.229,2.516,2.543,-0.753,-1.248,-0.703,1.263,1.316
JMA,47205,士別市朝日町,44.1189,142.5933,,2025-12-08T23:16:10.000,180.0,100,2,-2.677,3.559,2.765,3.559,3.822,1.019,0.854,-0.677,1.02,1.134,13.638,5.077,4.942,14.552,15.365
JMA,47206,上川地方上川町越路,43.8763,142.7437,,2025-12-08T23:15:50.000,240.0,100,2,6.351,-5.206,-2.559,6.395,6.478,1.015,-0.731,-0.683,1.121,1.159,0.375,0.378,0.448,0.438,0.531
JMA,47207,南富良野町幾寅,43.1664,142.5903,,2025-12-08T23:15:40.000,240.0,100,3,-17.002,17.693,10.796,17.698,18.094,1.742,2.077,1.924,2.129,2.248,-0.488,-0.474,-0.668,0.68,0.763
JMA,47208,遠軽町丸瀬布金湧山,44.0092,143.3559,,2025-12-08T23:15:50.000,240.0,100,2,7.269,5.938,-4.044,7.967,7.968,-1.047,-0.762,-0.651,1.218,1.243,-0.292,0.352,-0.219,0.352,0.374
JMA,47209,恵庭市漁平,42.8435,141.4459,,2025-12-08T23:15:30.000,300.0,100,4,-23.318,31.482,22.037,34.34,36.857,5.023,6.596,3.055,7.658,7.913,-2.331,-2.064,-1.594,3.037,3.346
JMA,47210,積丹町日司町,43.3549,140.4723,,2025-12-08T23:15:50.000,180.0,100,1,2.609,2.573,1.65,2.655,2.75,0.616,0.506,-0.423,0.676,0.681,-0.44,-0.435,-0.363,0.517,0.54
JMA,47211,島牧村江ノ島,42.6455,140.0412,,2025-12-08T23:15:40.000,180.0,100,2,9.766,8.1,-2.191,10.22,10.256,-0.379,-0.481,-0.281,0.522,0.523,-0.285,-0.285,0.298,0.298,0.333
JMA,47212,八雲町上の湯,42.1193,140.3662,,2025-12-08T23:15:30.000,240.0,100,2,-12.775,10.675,6.397,13.691,13.846,0.972,0.849,-0.87,1.203,1.23,0.46,-0.409,0.54,0.489,0.574
JMA,47215,登別市鉱山,42.4709,141.0346,,2025-12-08T23:15:30.000,300.0,100,4,-96.289,-100.661,16.61,103.931,103.932,2.638,-2.521,-0.893,2.647,2.657,-0.335,0.691,-0.506,0.711,0.85
JMA,47216,平取町仁世宇,42.7811,142.3599,,2025-12-08T23:15:30.000,240.0,100,3,-15.399,-20.355,-9.535,20.582,20.64,1.731,2.027,-1.545,2.241,2.246,1.371,-1.322,0.694,1.416,1.418
JMA,47217,えりも町本町,42.0174,143.1533,,2025-12-08T23:15:20.000,240.0,100,3,17.118,16.267,-13.158,19.044,19.602,-1.871,-1.91,-1.454,2.37,2.37,0.847,-1.007,0.633,1.057,1.067
JMA,47218,足寄町上螺湾,43.2993,143.7656,,2025-12-08T23:15:40.000,300.0,100,3,-20.237,24.276,8.158,26.305,26.334,1.408,-1.275,0.761,1.724,1.725,0.378,0.542,-0.383,0.554,0.555
JMA,47219,幕別町忠類明和,42.6176,143.3604,,2025-12-08T23:15:30.000,240.0,100,3,-13.831,-15.41,-10.087,17.799,17.845,-1.835,-1.74,-1.123,1.929,1.985,0.596,0.817,0.327,0.866,0.868
JMA,47221,中標津町養老牛,43.5875,144.7151,,2025-12-08T23:15:50.000,240.0,100,2,20.735,-23.302,5.807,23.89,24.08,0.64,0.656,0.224,0.668,0.673,0.277,-0.317,-0.267,0.321,0.383
JMA,47222,厚岸町尾幌,42.9972,144.6926,,2025-12-08T23:15:40.000,300.0,100,3,-14.49,-18.941,5.817,18.942,19.239,1.228,-1.412,0.875,1.601,1.619,-0.523,0.51,-0.369,0.644,0.665
JMA,47223,芦別市旭町,43.5068,142.2192,,2025-12-08T23:15:40.000,300.0,100,3,-21.267,20.93,9.771,24.096,24.12,-5.468,2.961,3.093,5.526,5.605,-2.907,-1.144,-2.137,3.014,3.12
JMA,47224,羅臼町春日,43.94,145.1201,,2025-12-08T23:16:00.000,240.0,100,2,5.933,-6.506,3.232,7.585,7.589,0.433,0.502,-0.381,0.561,0.649,-0.252,0.348,0.149,0.35,0.35
JMA,47225,利尻富士町鬼脇,45.14,141.3074,,2025-12-08T23:16:40.000,360.0,100,2,3.036,-3.25,1.518,3.358,3.367,1.933,2.108,0.73,2.182,2.194,20.778,-1.709,2.528,20.787,20.94
JMA,47227,奥尻町松江,42.085,139.4705,,2025-12-08T23:15:40.000,180.0,100,1,3.27,-2.678,-1.762,4.103,4.105,0.437,-0.485,0.376,0.51,0.553,-0.234,0.245,-0.281,0.298,0.332
JMA,47228,むつ市大畑町奥薬研,41.3847,141.0447,,2025-12-08T23:15:10.000,300.0,100,4,148.887,125.428,-52.261,166.326,166.369,-3.459,3.841,1.987,4.009,4.339,0.634,1.141,0.507,1.147,1.148
JMA,47229,五所川原市太田,41.0602,140.4077,,2025-12-08T23:15:20.000,300.0,100,4,30.231,26.821,-12.292,31.734,32.467,-4.047,-5.455,-1.625,5.587,5.647,-1.118,-1.799,0.691,1.962,2.003
JMA,47230,七戸町北天間舘,40.7895,141.0647,,2025-12-08T23:16:10.000,240.0,100,4,-13.464,-10.3,-8.218,14.361,14.369,-3.166,3.687,-4.117,4.86,6.369,-181.417,212.248,-236.627,279.199,365.983
JMA,47231,深浦町長慶平,40.5955,140.0035,,2025-12-08T23:15:30.000,240.0,100,3,11.509,-16.337,-6.041,16.369,16.755,1.426,-1.505,-1.174,1.763,1.895,0.574,1.011,0.698,1.034,1.174
JMA,47232,大館市比内町味噌内,40.1916,140.6326,,2025-12-08T23:15:20.000,300.0,100,3,13.778,14.244,8.219,18.043,18.043,-2.145,1.907,-1.055,2.411,2.424,-1.416,0.983,-0.548,1.582,1.586
JMA,47233,男鹿市男鹿中,39.9195,139.8066,,2025-12-08T23:15:40.000,300.0,100,2,5.143,-4.671,2.063,6.751,6.881,-1.434,0.984,-0.396,1.733,1.741,0.611,0.65,-0.282,0.838,0.848
JMA,47234,秋田美郷町六郷東根,39.3988,140.6297,,2025-12-08T23:15:30.000,300.0,100,3,15.434,-21.632,-9.866,21.657,21.664,1.863,1.837,-1.281,1.97,2.065,-0.589,0.486,0.434,0.75,0.75
JMA,47235,葛巻町葛巻元木,39.9872,141.3259,,2025-12-08T23:15:20.000,300.0,100,4,74.723,-80.181,-28.751,94.246,94.287,-4.362,3.645,-1.924,5.63,5.698,-1.808,1.205,0.867,2.105,2.117
JMA,47236,田野畑村田野畑,39.9416,141.8603,,2025-12-08T23:15:10.000,240.0,100,3,21.627,28.094,-15.282,28.458,28.823,-1.035,1.321,0.753,1.413,1.418,0.322,-0.762,0.375,0.764,0.828
JMA,47238,大船渡市猪川町,39.0833,141.6649,,2025-12-08T23:15:30.000,240.0,100,3,35.47,29.746,-11.236,37.976,38.05,-1.28,-1.675,-0.981,1.785,1.788,0.561,-0.997,-0.281,1.136,1.137
JMA,47240,山形金山町中田,38.9215,140.3562,,2025-12-08T23:16:00.000,240.0,100,2,3.933,-4.155,3.274,4.776,4.786,0.695,-1.291,-0.87,1.3,1.305,18.3,21.071,-49.921,27.908,57.193
JMA,47241,鶴岡市温海川,38.5961,139.7104,,2025-12-08T23:15:50.000,240.0,100,2,5.966,7.174,3.53,7.408,7.462,-0.947,1.039,0.598,1.184,1.202,-0.253,0.467,-0.157,0.481,0.485
JMA,47242,白鷹町黒鴨,38.2243,140.062,,2025-12-08T23:16:00.000,240.0,100,2,5.289,-6.765,-2.686,8.0,8.045,1.113,1.667,0.571,1.677,1.677,0.503,0.653,-0.231,0.763,0.766
JMA,47243,仙台青葉区大倉,38.3679,140.6602,,2025-12-08T23:15:50.000,300.0,100,3,-12.55,10.842,-5.42,12.628,12.834,-0.966,-0.994,0.476,1.099,1.099,0.535,-0.445,0.22,0.649,0.673
JMA,47244,石巻市大瓜,38.4574,141.3457,,2025-12-08T23:15:40.000,240.0,100,2,-10.708,-10.251,-6.313,11.334,11.388,0.65,-0.856,0.516,0.864,0.865,-0.168,-0.316,0.176,0.347,0.374
JMA,47245,丸森町上滝,37.8692,140.7896,,2025-12-08T23:16:00.000,240.0,100,2,-4.544,6.387,-3.247,7.45,7.663,0.871,-1.294,0.512,1.542,1.543,-0.334,-0.535,0.24,0.614,0.614
JMA,47246,川内村下川内,37.3695,140.8712,,2025-12-08T23:17:00.000,180.0,100,2,5.197,-5.923,2.292,6.105,6.121,0.487,-1.933,-0.385,1.977,1.978,-16.719,-82.685,2.654,84.359,84.399
JMA,47247,大玉村南小屋,37.56,140.3338,,2025-12-08T23:16:10.000,240.0,100,2,8.904,-5.448,-4.553,8.993,9.02,-1.256,0.762,-0.703,1.318,1.339,-0.512,-0.348,0.264,0.562,0.563
JMA,47248,柳津町大成沢,37.4096,139.7011,,2025-12-08T23:17:10.000,120.0,100,1,-1.182,1.078,-0.818,1.201,1.207,0.311,0.324,0.274,0.34,0.422,2.058,5.342,-0.138,5.723,5.723
JMA,47249,酒田市飛島,39.1978,139.5531,,2025-12-08T23:16:20.000,180.0,100,2,2.675,2.229,1.226,2.791,2.847,0.955,-0.934,-0.405,1.205,1.218,-14.744,4.807,4.495,15.507,16.145
JMA,47252,阿賀野市畑江,37.8212,139.3142,,2025-12-08T23:17:00.000,120.0,100,1,0.699,-0.799,-0.647,0.841,0.973,-0.245,-0.311,0.165,0.341,0.353,2.648,3.915,-1.351,4.725,4.915
JMA,47253,出雲崎町米田,37.5345,138.7064,,2025-12-08T23:17:10.000,240.0,100,1,1.798,-1.854,-0.907,1.926,2.026,-0.941,-0.791,-0.334,0.949,0.95,-53.964,7.093,1.5,54.428,54.449
JMA,47256,那須塩原市蟇沼,36.9715,139.9164,,2025-12-08T23:17:00.000,240.0,100,2,2.155,2.998,1.651,3.083,3.126,-0.512,-0.709,-0.505,0.725,0.813,-3.233,-12.325,-0.669,12.74,12.757
JMA,47259,常陸太田市町屋町,36.614,140.5653,,2025-12-08T23:17:10.000,120.0,100,1,-3.289,-2.643,-1.548,3.508,3.517,-0.342,1.141,0.281,1.19,1.192,-9.588,32.756,-1.787,34.13,34.177
JMA,47263,長南町総合グラウンド,35.3842,140.2355,,2025-12-08T23:17:50.000,300.0,100,2,-2.523,4.656,-1.554,4.659,4.666,-0.665,1.071,0.378,1.111,1.111,-1.596,16.889,-9.784,16.925,19.549
JMA,47264,横須賀市光の丘,35.2269,139.6629,,2025-12-08T23:17:50.000,180.0,100,2,-2.043,-2.262,-1.181,2.398,2.51,-0.472,-0.468,0.314,0.55,0.571,9.086,0.342,1.922,9.087,9.284
JMA,47268,身延町大磯小磯,35.5009,138.5414,,2025-12-08T23:18:00.000,120.0,100,1,-0.925,-1.228,-0.656,1.228,1.234,-0.205,0.23,0.131,0.239,0.239,-2.117,-4.113,-3.126,4.625,5.577
JMA,47351,八戸市島守,40.3762,141.5117,,2025-12-08T23:15:10.000,300.0,100,4,55.909,60.808,-26.362,73.53,74.95,-7.96,7.361,-2.06,10.287,10.315,-2.093,2.549,-0.417,3.239,3.249
