period,NS,EW,UD,H
2.000000e-02,4.020805e-04,1.711626e-04,2.328951e-04,4.369959e-04
2.129572e-02,5.612812e-04,1.932758e-04,2.753260e-04,5.936263e-04
2.267538e-02,6.271283e-04,2.226729e-04,3.102079e-04,6.654871e-04
2.414443e-02,6.651990e-04,2.608857e-04,3.573145e-04,7.145285e-04
2.570865e-02,6.899562e-04,3.083356e-04,4.216704e-04,7.557185e-04
2.737421e-02,7.159996e-04,3.625315e-04,4.921214e-04,8.025487e-04
2.914768e-02,7.723297e-04,4.230850e-04,5.703674e-04,8.806214e-04
3.103604e-02,9.676963e-04,5.027928e-04,6.678036e-04,1.090521e-03
3.304674e-02,1.094614e-03,5.943184e-04,7.986683e-04,1.245550e-03
3.518770e-02,1.230179e-03,7.140781e-04,9.734282e-04,1.422409e-03
3.746737e-02,1.491909e-03,8.820672e-04,1.204825e-03,1.733157e-03
3.989473e-02,1.833668e-03,1.117320e-03,1.515810e-03,2.147264e-03
4.247935e-02,2.287959e-03,1.449393e-03,1.976864e-03,2.708412e-03
4.523142e-02,3.287429e-03,1.910359e-03,2.668854e-03,3.802192e-03
4.816178e-02,4.996929e-03,2.771781e-03,3.679774e-03,5.714199e-03
5.128199e-02,7.325645e-03,4.673002e-03,5.695593e-03,8.689190e-03
5.460434e-02,1.288003e-02,7.024734e-03,9.454067e-03,1.467113e-02
5.814194e-02,1.095450e-02,8.092512e-03,8.066117e-03,1.361947e-02
6.190872e-02,7.766387e-03,5.781258e-03,6.403932e-03,9.681926e-03
6.591954e-02,8.377869e-03,4.394727e-03,9.490138e-03,9.460566e-03
7.019020e-02,8.680805e-03,3.869313e-03,1.137877e-02,9.504102e-03
7.473754e-02,7.673913e-03,4.388089e-03,1.142856e-02,8.839925e-03
7.957948e-02,6.417704e-03,4.320003e-03,1.025970e-02,7.736237e-03
8.473512e-02,6.056326e-03,4.675790e-03,7.628505e-03,7.651281e-03
9.022476e-02,7.000313e-03,4.848737e-03,6.273110e-03,8.515552e-03
9.607006e-02,7.181965e-03,4.098901e-03,5.434053e-03,8.269317e-03
1.022941e-01,5.994263e-03,5.005575e-03,4.892130e-03,7.809415e-03
1.089213e-01,5.644327e-03,6.635693e-03,5.326806e-03,8.711536e-03
1.159778e-01,6.518740e-03,6.711721e-03,4.811011e-03,9.356344e-03
1.234916e-01,6.255926e-03,6.425423e-03,4.292543e-03,8.967869e-03
1.314921e-01,6.138639e-03,7.602459e-03,4.072812e-03,9.771401e-03
1.400110e-01,8.109688e-03,8.806767e-03,4.172131e-03,1.197189e-02
1.490817e-01,1.033860e-02,8.878683e-03,5.637635e-03,1.362783e-02
1.587401e-01,1.025929e-02,1.007154e-02,6.925648e-03,1.437668e-02
1.690242e-01,1.305779e-02,1.135662e-02,6.408044e-03,1.730545e-02
1.799746e-01,1.570434e-02,1.592844e-02,6.392625e-03,2.236831e-02
1.916345e-01,2.123212e-02,2.003431e-02,7.356420e-03,2.919206e-02
2.040497e-01,2.242819e-02,2.333043e-02,7.627649e-03,3.236252e-02
2.172693e-01,2.325044e-02,2.636865e-02,9.072464e-03,3.515521e-02
