period,NS,EW,UD,H
2.000000e-02,9.871300e-04,3.112357e-02,6.726350e-02,3.113922e-02
2.129572e-02,1.130844e-03,4.455391e-02,9.630364e-02,4.456826e-02
2.267538e-02,1.281942e-03,5.024362e-02,1.086027e-01,5.025997e-02
2.414443e-02,1.459471e-03,5.330423e-02,1.152169e-01,5.332420e-02
2.570865e-02,1.652814e-03,5.532107e-02,1.195747e-01,5.534576e-02
2.737421e-02,1.880804e-03,5.747155e-02,1.245550e-01,5.750232e-02
2.914768e-02,2.156855e-03,5.879939e-02,1.275270e-01,5.883893e-02
3.103604e-02,2.469145e-03,6.816305e-02,1.469247e-01,6.820776e-02
3.304674e-02,2.801991e-03,7.610888e-02,1.640825e-01,7.616044e-02
3.518770e-02,3.274169e-03,7.812968e-02,1.684366e-01,7.819826e-02
3.746737e-02,3.879428e-03,7.444793e-02,1.604676e-01,7.454894e-02
3.989473e-02,4.396203e-03,7.025007e-02,1.518066e-01,7.038750e-02
4.247935e-02,5.115819e-03,8.336043e-02,1.801403e-01,8.351726e-02
4.523142e-02,5.981792e-03,9.575422e-02,2.069253e-01,9.594088e-02
4.816178e-02,6.783595e-03,1.073726e-01,2.320345e-01,1.075867e-01
5.128199e-02,7.938776e-03,1.181880e-01,2.554084e-01,1.184544e-01
5.460434e-02,8.441264e-03,1.281970e-01,2.770394e-01,1.284746e-01
5.814194e-02,1.027349e-02,1.374137e-01,2.969582e-01,1.377972e-01
6.190872e-02,1.215831e-02,1.458653e-01,3.152234e-01,1.463711e-01
6.591954e-02,1.362421e-02,1.535876e-01,3.319125e-01,1.541907e-01
7.019020e-02,1.579969e-02,1.606222e-01,3.471153e-01,1.613974e-01
7.473754e-02,1.984138e-02,1.670137e-01,3.609283e-01,1.681881e-01
7.957948e-02,2.481933e-02,1.728083e-01,3.734513e-01,1.745815e-01
8.473512e-02,2.824052e-02,1.780520e-01,3.847838e-01,1.802777e-01
9.022476e-02,3.488686e-02,1.927568e-01,4.170889e-01,1.958885e-01
9.607006e-02,4.795571e-02,2.087146e-01,4.515786e-01,2.141530e-01
1.022941e-01,5.732688e-02,2.234356e-01,4.833953e-01,2.306726e-01
1.089213e-01,7.320528e-02,2.369570e-01,5.126192e-01,2.480073e-01
1.159778e-01,8.087105e-02,2.493305e-01,5.393620e-01,2.621179e-01
1.234916e-01,9.732689e-02,2.645023e-01,5.738350e-01,2.818404e-01
1.314921e-01,1.235680e-01,2.875127e-01,6.235884e-01,3.129419e-01
1.400110e-01,1.229820e-01,3.088148e-01,6.696474e-01,3.324020e-01
1.490817e-01,1.239308e-01,3.284404e-01,7.120811e-01,3.510441e-01
1.587401e-01,1.412732e-01,3.464470e-01,7.510140e-01,3.741439e-01
1.690242e-01,1.386826e-01,3.632532e-01,7.899213e-01,3.888261e-01
1.799746e-01,1.414788e-01,3.907001e-01,8.493068e-01,4.155271e-01
1.916345e-01,1.832853e-01,4.160026e-01,9.040510e-01,4.545895e-01
2.040497e-01,2.130350e-01,4.392901e-01,9.570127e-01,4.882209e-01
2.172693e-01,2.116805e-01,4.733658e-01,1.030801e+00,5.185401e-01
2.313453e-01,2.586124e-01,5.048182e-01,1.098905e+00,5.672052e-01
2.463332e-01,2.351114e-01,5.337222e-01,1.161489e+00,5.832124e-01
2.622921e-01,2.546444e-01,5.694264e-01,1.240036e+00,6.237709e-01
2.792850e-01,3.645251e-01,6.055775e-01,1.318373e+00,7.068257e-01
2.973787e-01,3.077794e-01,6.480103e-01,1.408912e+00,7.173880e-01
3.166447e-01,3.967223e-01,6.907081e-01,1.501492e+00,7.965339e-01
3.371588e-01,4.796972e-01,7.347444e-01,1.592664e+00,8.774729e-01
3.590020e-01,4.574390e-01,7.831225e-01,1.697599e+00,9.069351e-01
3.822603e-01,5.975694e-01,8.385001e-01,1.811026e+00,1.029646e+00
4.070254e-01,7.385002e-01,8.915775e-01,1.926160e+00,1.157710e+00
4.333949e-01,6.612606e-01,9.525294e-01,2.050518e+00,1.159559e+00
4.614729e-01,6.604857e-01,1.017465e+00,2.183526e+00,1.213045e+00
4.913698e-01,5.682602e-01,1.082031e+00,2.323496e+00,1.222175e+00
5.232037e-01,5.241152e-01,1.153905e+00,2.472332e+00,1.267356e+00
5.571000e-01,5.566942e-01,1.230481e+00,2.632877e+00,1.350552e+00
5.931922e-01,8.609964e-01,1.307899e+00,2.797130e+00,1.565859e+00
6.316228e-01,9.658233e-01,1.391511e+00,2.976611e+00,1.693847e+00
6.725431e-01,7.432330e-01,1.478019e+00,3.164159e+00,1.654369e+00
7.161144e-01,9.045311e-01,1.571912e+00,3.368536e+00,1.813583e+00
7.625086e-01,7.637706e-01,1.670835e+00,3.582414e+00,1.837127e+00
8.119085e-01,6.810488e-01,1.779176e+00,3.813274e+00,1.905070e+00
8.645087e-01,7.854043e-01,1.897095e+00,4.054152e+00,2.053248e+00
9.205168e-01,8.334954e-01,2.023444e+00,4.311344e+00,2.188388e+00
9.801534e-01,9.051780e-01,2.157095e+00,4.588947e+00,2.339317e+00
1.043654e+00,8.880998e-01,2.295996e+00,4.878141e+00,2.461771e+00
1.111268e+00,1.120353e+00,2.439553e+00,5.189262e+00,2.684513e+00
1.183262e+00,1.089949e+00,2.588518e+00,5.519908e+00,2.808632e+00
1.259921e+00,1.231832e+00,2.745846e+00,5.871441e+00,3.009498e+00
1.341546e+00,1.214150e+00,2.913528e+00,6.245740e+00,3.156391e+00
1.428460e+00,1.231962e+00,3.092436e+00,6.645867e+00,3.328798e+00
1.521004e+00,1.297279e+00,3.284131e+00,7.076043e+00,3.531069e+00
1.619544e+00,1.475607e+00,3.504582e+00,7.536274e+00,3.802566e+00
1.724467e+00,1.501834e+00,3.752444e+00,8.028514e+00,4.041824e+00
1.836189e+00,1.215668e+00,4.016994e+00,8.563724e+00,4.196914e+00
1.955148e+00,1.619619e+00,4.304478e+00,9.129228e+00,4.599097e+00
2.081814e+00,1.713074e+00,4.604446e+00,9.728876e+00,4.912794e+00
2.216686e+00,1.588288e+00,4.914632e+00,1.037021e+01,5.164907e+00
2.360297e+00,1.503355e+00,5.234967e+00,1.105659e+01,5.446554e+00
2.513211e+00,1.364944e+00,5.565742e+00,1.179995e+01,5.730668e+00
2.676031e+00,1.407771e+00,5.907733e+00,1.257425e+01,6.073148e+00
2.849401e+00,1.520863e+00,6.271000e+00,1.340860e+01,6.452787e+00
3.034002e+00,1.807034e+00,6.662697e+00,1.429021e+01,6.903398e+00
3.230563e+00,1.700547e+00,7.059394e+00,1.521353e+01,7.261330e+00
3.439858e+00,1.619214e+00,7.464882e+00,1.618610e+01,7.638476e+00
3.662712e+00,1.479923e+00,7.929886e+00,1.721580e+01,8.066800e+00
3.900005e+00,1.617478e+00,8.453419e+00,1.830838e+01,8.606772e+00
4.152671e+00,1.783973e+00,9.064758e+00,1.947806e+01,9.238636e+00
4.421705e+00,1.482871e+00,9.712400e+00,2.071791e+01,9.824949e+00
4.708170e+00,1.181273e+00,1.033436e+01,2.197035e+01,1.040166e+01
5.013193e+00,1.388972e+00,1.098931e+01,2.345217e+01,1.107674e+01
5.337978e+00,1.476175e+00,1.167199e+01,2.503218e+01,1.176496e+01
5.683804e+00,1.389331e+00,1.242649e+01,2.660118e+01,1.250391e+01
6.052035e+00,1.387458e+00,1.324393e+01,2.821969e+01,1.331641e+01
6.444122e+00,1.414318e+00,1.410128e+01,2.996279e+01,1.417203e+01
6.861610e+00,1.000379e+00,1.497940e+01,3.193531e+01,1.501277e+01
7.306147e+00,9.560723e-01,1.587414e+01,3.410668e+01,1.590290e+01
7.779482e+00,1.027644e+00,1.719833e+01,3.674979e+01,1.722901e+01
8.283484e+00,1.379035e+00,1.853953e+01,3.951085e+01,1.859074e+01
8.820137e+00,1.684429e+00,1.930079e+01,4.117991e+01,1.937415e+01
9.391559e+00,1.588514e+00,1.988245e+01,4.250033e+01,1.994580e+01
1.000000e+01,1.636900e+00,2.242118e+01,4.779376e+01,2.248086e+01
