period,NS,EW,UD,H
2.000000e-02,3.043214e-04,7.918362e-04,2.820834e-04,8.483019e-04
2.129572e-02,4.329355e-04,1.134007e-03,3.877110e-04,1.213839e-03
2.267538e-02,4.877801e-04,1.278172e-03,4.357188e-04,1.368083e-03
2.414443e-02,5.175617e-04,1.355569e-03,4.630917e-04,1.451013e-03
2.570865e-02,5.373368e-04,1.406571e-03,4.895656e-04,1.505713e-03
2.737421e-02,5.518302e-04,1.541071e-03,4.957591e-04,1.636892e-03
2.914768e-02,6.241937e-04,1.601682e-03,5.067004e-04,1.719013e-03
3.103604e-02,7.583019e-04,1.531880e-03,5.190269e-04,1.709292e-03
3.304674e-02,8.368394e-04,1.710961e-03,5.481209e-04,1.904649e-03
3.518770e-02,8.570536e-04,1.739579e-03,5.561117e-04,1.939246e-03
3.746737e-02,8.211986e-04,1.934257e-03,6.883442e-04,2.101361e-03
3.989473e-02,8.787717e-04,1.851664e-03,8.160252e-04,2.049610e-03
4.247935e-02,1.095009e-03,2.186362e-03,9.378262e-04,2.445245e-03
4.523142e-02,1.306385e-03,2.502713e-03,1.052872e-03,2.823157e-03
4.816178e-02,2.023272e-03,2.799232e-03,1.160649e-03,3.453887e-03
5.128199e-02,3.071371e-03,3.075230e-03,1.368766e-03,4.346304e-03
5.460434e-02,3.882896e-03,3.330626e-03,1.899246e-03,5.115658e-03
5.814194e-02,4.871597e-03,3.565791e-03,2.407386e-03,6.037162e-03
6.190872e-02,4.917855e-03,4.922963e-03,2.645981e-03,6.958510e-03
6.591954e-02,5.508875e-03,6.672419e-03,3.242642e-03,8.652681e-03
7.019020e-02,5.791082e-03,6.984958e-03,4.097178e-03,9.073382e-03
7.473754e-02,6.361359e-03,6.800285e-03,4.133123e-03,9.311862e-03
7.957948e-02,6.669428e-03,6.805530e-03,5.667152e-03,9.528720e-03
8.473512e-02,6.920513e-03,7.227172e-03,7.641243e-03,1.000627e-02
9.022476e-02,6.899729e-03,7.677566e-03,9.753938e-03,1.032237e-02
9.607006e-02,8.043928e-03,1.127416e-02,9.242119e-03,1.384961e-02
1.022941e-01,1.021700e-02,1.150536e-02,7.978677e-03,1.538702e-02
1.089213e-01,1.360217e-02,1.332656e-02,6.614142e-03,1.904249e-02
1.159778e-01,1.517300e-02,1.436411e-02,6.549917e-03,2.089373e-02
1.234916e-01,1.758932e-02,1.746737e-02,7.447914e-03,2.478898e-02
1.314921e-01,2.198371e-02,2.672969e-02,8.586633e-03,3.460867e-02
1.400110e-01,1.920573e-02,3.345736e-02,9.801358e-03,3.857791e-02
1.490817e-01,2.054150e-02,3.904253e-02,9.613014e-03,4.411658e-02
1.587401e-01,2.391816e-02,4.264043e-02,1.018518e-02,4.889054e-02
1.690242e-01,3.026442e-02,4.084917e-02,1.228150e-02,5.083886e-02
1.799746e-01,3.356221e-02,4.001095e-02,1.396777e-02,5.222354e-02
1.916345e-01,3.924976e-02,3.790928e-02,1.291624e-02,5.456791e-02
2.040497e-01,4.177822e-02,3.803538e-02,1.441447e-02,5.649877e-02
2.172693e-01,5.189471e-02,4.116925e-02,1.750975e-02,6.624174e-02
2.313453e-01,5.657536e-02,5.243277e-02,2.414196e-02,7.713603e-02
2.463332e-01,6.602994e-02,5.515551e-02,2.442988e-02,8.603536e-02
2.622921e-01,6.173913e-02,5.173935e-02,2.288758e-02,8.055235e-02
2.792850e-01,6.598476e-02,7.037480e-02,2.841343e-02,9.647073e-02
2.973787e-01,7.214910e-02,6.938351e-02,3.180431e-02,1.000978e-01
3.166447e-01,7.240910e-02,7.670892e-02,3.357650e-02,1.054862e-01
3.371588e-01,7.959053e-02,8.943394e-02,3.530038e-02,1.197209e-01
3.590020e-01,9.670663e-02,9.042928e-02,4.246114e-02,1.323995e-01
3.822603e-01,1.228883e-01,1.226670e-01,4.649900e-02,1.736339e-01
4.070254e-01,1.229710e-01,1.407938e-01,4.614468e-02,1.869352e-01
4.333949e-01,1.417253e-01,1.651114e-01,6.577842e-02,2.175956e-01
4.614729e-01,1.506709e-01,1.372248e-01,7.429026e-02,2.037949e-01
4.913698e-01,1.817557e-01,1.208223e-01,8.822111e-02,2.182502e-01
5.232037e-01,1.682639e-01,1.383655e-01,9.694117e-02,2.178480e-01
5.571000e-01,2.108019e-01,1.792857e-01,1.071847e-01,2.767324e-01
5.931922e-01,1.911493e-01,2.552547e-01,1.178557e-01,3.188934e-01
6.316228e-01,1.998832e-01,2.779392e-01,1.202803e-01,3.423500e-01
6.725431e-01,2.202872e-01,2.746752e-01,1.456242e-01,3.520979e-01
7.161144e-01,2.852590e-01,2.944387e-01,2.025895e-01,4.099596e-01
7.625086e-01,2.662238e-01,3.250105e-01,1.674526e-01,4.201273e-01
8.119085e-01,3.369944e-01,3.645489e-01,1.639810e-01,4.964485e-01
8.645087e-01,3.285177e-01,3.859295e-01,1.789511e-01,5.068189e-01
9.205168e-01,3.704379e-01,3.979914e-01,2.142128e-01,5.437108e-01
9.801534e-01,4.019111e-01,4.773427e-01,2.517636e-01,6.240101e-01
1.043654e+00,4.646001e-01,5.640080e-01,1.992114e-01,7.307246e-01
1.111268e+00,5.916400e-01,6.650362e-01,1.970812e-01,8.901185e-01
1.183262e+00,4.791418e-01,6.082505e-01,2.094215e-01,7.743032e-01
1.259921e+00,4.505379e-01,4.019543e-01,2.066109e-01,6.037811e-01
1.341546e+00,4.499298e-01,4.233432e-01,2.331433e-01,6.177833e-01
1.428460e+00,4.217969e-01,4.065708e-01,2.510174e-01,5.858433e-01
1.521004e+00,3.760567e-01,3.916280e-01,2.874128e-01,5.429468e-01
1.619544e+00,3.019853e-01,4.664264e-01,2.362937e-01,5.556516e-01
1.724467e+00,3.718368e-01,4.918751e-01,2.446045e-01,6.166066e-01
1.836189e+00,3.646456e-01,4.306069e-01,2.697353e-01,5.642594e-01
1.955148e+00,4.324682e-01,3.740707e-01,2.417841e-01,5.718021e-01
2.081814e+00,4.999477e-01,4.564101e-01,2.799725e-01,6.769475e-01
2.216686e+00,6.252545e-01,5.703830e-01,3.503399e-01,8.463333e-01
2.360297e+00,6.725317e-01,4.526544e-01,4.429752e-01,8.106756e-01
2.513211e+00,5.688386e-01,4.234514e-01,3.467962e-01,7.091463e-01
2.676031e+00,5.874039e-01,4.053783e-01,3.515275e-01,7.137051e-01
2.849401e+00,5.496817e-01,3.336302e-01,3.312429e-01,6.430078e-01
3.034002e+00,5.122844e-01,2.933725e-01,3.349559e-01,5.903412e-01
3.230563e+00,4.227137e-01,3.394140e-01,3.212920e-01,5.421151e-01
3.439858e+00,3.922899e-01,3.646507e-01,2.579328e-01,5.355945e-01
3.662712e+00,3.692423e-01,3.788848e-01,3.178038e-01,5.290497e-01
3.900005e+00,4.447488e-01,4.200224e-01,3.599271e-01,6.117355e-01
4.152671e+00,5.807615e-01,4.835525e-01,3.261519e-01,7.557162e-01
4.421705e+00,5.413598e-01,5.461831e-01,2.584733e-01,7.690165e-01
4.708170e+00,5.318764e-01,5.667653e-01,2.792956e-01,7.772486e-01
5.013193e+00,6.077156e-01,5.361913e-01,2.669891e-01,8.104440e-01
5.337978e+00,7.084476e-01,4.717003e-01,3.571846e-01,8.511165e-01
5.683804e+00,7.864079e-01,3.992181e-01,3.875948e-01,8.819368e-01
6.052035e+00,7.756292e-01,3.430624e-01,3.056813e-01,8.481111e-01
6.444122e+00,6.408372e-01,3.623022e-01,2.610218e-01,7.361625e-01
6.861610e+00,5.452928e-01,3.985066e-01,2.225705e-01,6.753901e-01
7.306147e+00,4.268923e-01,3.297099e-01,2.232589e-01,5.393938e-01
7.779482e+00,3.634373e-01,3.216636e-01,1.765135e-01,4.853392e-01
8.283484e+00,3.324917e-01,3.260466e-01,1.806110e-01,4.656792e-01
8.820137e+00,3.036121e-01,3.251473e-01,1.798526e-01,4.448608e-01
9.391559e+00,2.880851e-01,3.184052e-01,1.939617e-01,4.293890e-01
1.000000e+01,2.639491e-01,3.049804e-01,2.079150e-01,4.033387e-01
