period,NS,EW,UD,H
2.000000e-02,1.484262e-02,5.702006e-03,3.483367e-03,1.590020e-02
2.129572e-02,2.126934e-02,8.156393e-03,4.981472e-03,2.277963e-02
2.267538e-02,2.398704e-02,9.197569e-03,5.617025e-03,2.568995e-02
2.414443e-02,2.544667e-02,9.758266e-03,5.959369e-03,2.725356e-02
2.570865e-02,2.640757e-02,1.012799e-02,6.185165e-03,2.828314e-02
2.737421e-02,2.734358e-02,1.043628e-02,6.669819e-03,2.926751e-02
2.914768e-02,2.800808e-02,1.067069e-02,6.857798e-03,2.997192e-02
3.103604e-02,3.257602e-02,1.240961e-02,7.373401e-03,3.485965e-02
3.304674e-02,3.640533e-02,1.384683e-02,8.231398e-03,3.894975e-02
3.518770e-02,3.740979e-02,1.419846e-02,8.426562e-03,4.001360e-02
3.746737e-02,3.569468e-02,1.350555e-02,7.984225e-03,3.816425e-02
3.989473e-02,3.332357e-02,1.293959e-02,7.957471e-03,3.574763e-02
4.247935e-02,3.957299e-02,1.534261e-02,9.426368e-03,4.244311e-02
4.523142e-02,4.548092e-02,1.761426e-02,1.081492e-02,4.877270e-02
4.816178e-02,5.101926e-02,1.974375e-02,1.211655e-02,5.470631e-02
5.128199e-02,5.617490e-02,2.172605e-02,1.332819e-02,6.022990e-02
5.460434e-02,6.094612e-02,2.356053e-02,1.444947e-02,6.534163e-02
5.814194e-02,6.533971e-02,2.524979e-02,1.548197e-02,7.004877e-02
6.190872e-02,6.936857e-02,2.679881e-02,1.642875e-02,7.436514e-02
6.591954e-02,7.304979e-02,2.821416e-02,1.729381e-02,7.830907e-02
7.019020e-02,7.640315e-02,2.950345e-02,1.808183e-02,8.190174e-02
7.473754e-02,7.944999e-02,3.067489e-02,1.879782e-02,8.516602e-02
7.957948e-02,8.221228e-02,3.173692e-02,1.944693e-02,8.812543e-02
8.473512e-02,8.471196e-02,3.269799e-02,2.025668e-02,9.080349e-02
9.022476e-02,9.134196e-02,3.561919e-02,2.219332e-02,9.804122e-02
9.607006e-02,9.893794e-02,4.514590e-02,2.398876e-02,1.087514e-01
1.022941e-01,1.059455e-01,5.206587e-02,2.564487e-02,1.180479e-01
1.089213e-01,1.123822e-01,4.870656e-02,2.974373e-02,1.224830e-01
1.159778e-01,1.182726e-01,5.863582e-02,3.941027e-02,1.320097e-01
