period,NS,EW,UD,H
2.000000e-02,6.972362e-03,9.301581e-03,6.109673e-02,1.162468e-02
2.129572e-02,9.981009e-03,1.333146e-02,8.746978e-02,1.665378e-02
2.267538e-02,1.125561e-02,1.503549e-02,9.864010e-02,1.878176e-02
2.414443e-02,1.194119e-02,1.595065e-02,1.046479e-01,1.992524e-02
2.570865e-02,1.239295e-02,1.655306e-02,1.086065e-01,2.067823e-02
2.737421e-02,1.286693e-02,1.715140e-02,1.128758e-01,2.144127e-02
2.914768e-02,1.316244e-02,1.755912e-02,1.155162e-01,2.194476e-02
3.103604e-02,1.526340e-02,2.060941e-02,1.336822e-01,2.564604e-02
3.304674e-02,1.704130e-02,2.303920e-02,1.492787e-01,2.865677e-02
3.518770e-02,1.749182e-02,2.369863e-02,1.532446e-01,2.945486e-02
3.746737e-02,1.666485e-02,2.265323e-02,1.460167e-01,2.812269e-02
3.989473e-02,1.574580e-02,2.078648e-02,1.378814e-01,2.607697e-02
4.247935e-02,1.868297e-02,2.470116e-02,1.636173e-01,3.097097e-02
4.523142e-02,2.145959e-02,2.840200e-02,1.879465e-01,3.559758e-02
4.816178e-02,2.406248e-02,3.187138e-02,2.107536e-01,3.993480e-02
5.128199e-02,2.648549e-02,3.510106e-02,2.319844e-01,4.397233e-02
5.460434e-02,2.872782e-02,3.808996e-02,2.516322e-01,4.770883e-02
5.814194e-02,3.079267e-02,4.084232e-02,2.697248e-01,5.114962e-02
6.190872e-02,3.268609e-02,4.336620e-02,2.863154e-01,5.430477e-02
6.591954e-02,3.441613e-02,4.567232e-02,3.014744e-01,5.718768e-02
7.019020e-02,3.599209e-02,4.777306e-02,3.152833e-01,5.981384e-02
7.473754e-02,3.742399e-02,4.968178e-02,3.278299e-01,6.219996e-02
7.957948e-02,3.872216e-02,5.141224e-02,3.392048e-01,6.436322e-02
8.473512e-02,3.989692e-02,5.297819e-02,3.494982e-01,6.632084e-02
9.022476e-02,4.321544e-02,5.669013e-02,3.785094e-01,7.128355e-02
9.607006e-02,4.679105e-02,6.144102e-02,4.098345e-01,7.722954e-02
1.022941e-01,5.008956e-02,6.582407e-02,4.387321e-01,8.271500e-02
1.089213e-01,5.311925e-02,6.985018e-02,4.652747e-01,8.775364e-02
1.159778e-01,5.589171e-02,7.353468e-02,4.895638e-01,9.236467e-02
1.234916e-01,5.930574e-02,7.704652e-02,5.197769e-01,9.722827e-02
1.314921e-01,6.446241e-02,8.387264e-02,5.649519e-01,1.057829e-01
1.400110e-01,6.923620e-02,9.019291e-02,6.067729e-01,1.137032e-01
1.490817e-01,7.363428e-02,9.601651e-02,6.453025e-01,1.210007e-01
1.587401e-01,7.766952e-02,1.013603e-01,6.806536e-01,1.276967e-01
1.690242e-01,8.147683e-02,1.062463e-01,7.140894e-01,1.338908e-01
1.799746e-01,8.762838e-02,1.129976e-01,7.679840e-01,1.429937e-01
1.916345e-01,9.329927e-02,1.204788e-01,8.176674e-01,1.523808e-01
2.040497e-01,9.854671e-02,1.273475e-01,8.632766e-01,1.610244e-01
2.172693e-01,1.061849e-01,1.355060e-01,9.301892e-01,1.721543e-01
2.313453e-01,1.132350e-01,1.447701e-01,9.919588e-01,1.837948e-01
2.463332e-01,1.197138e-01,1.532853e-01,1.048723e+00,1.944937e-01
2.622921e-01,1.276823e-01,1.612804e-01,1.117115e+00,2.057040e-01
2.792850e-01,1.357864e-01,1.718874e-01,1.188117e+00,2.190507e-01
2.973787e-01,1.452160e-01,1.816257e-01,1.267375e+00,2.325416e-01
3.166447e-01,1.547881e-01,1.937950e-01,1.351226e+00,2.480239e-01
3.371588e-01,1.644788e-01,2.052630e-01,1.431088e+00,2.630327e-01
3.590020e-01,1.753241e-01,2.172511e-01,1.526061e+00,2.791713e-01
3.822603e-01,1.875121e-01,2.301899e-01,1.626067e+00,2.968976e-01
4.070254e-01,1.994096e-01,2.450263e-01,1.730203e+00,3.159147e-01
4.333949e-01,2.128412e-01,2.591485e-01,1.840102e+00,3.353496e-01
4.614729e-01,2.272037e-01,2.752988e-01,1.958153e+00,3.569467e-01
4.913698e-01,2.416714e-01,2.927912e-01,2.084600e+00,3.796469e-01
5.232037e-01,2.577217e-01,3.104363e-01,2.217492e+00,4.034739e-01
5.571000e-01,2.750484e-01,3.301941e-01,2.362000e+00,4.297438e-01
5.931922e-01,2.928035e-01,3.510175e-01,2.510694e+00,4.571074e-01
6.316228e-01,3.121467e-01,3.745046e-01,2.673292e+00,4.875338e-01
6.725431e-01,3.323256e-01,3.997449e-01,2.842906e+00,5.198426e-01
7.161144e-01,3.542083e-01,4.279304e-01,3.027604e+00,5.555069e-01
7.625086e-01,3.769740e-01,4.591020e-01,3.220828e+00,5.940405e-01
8.119085e-01,4.014234e-01,4.928211e-01,3.429419e+00,6.356205e-01
