period,NS,EW,UD,H
2.000000e-02,1.717152e-01,1.533919e-01,6.631590e-02,2.302503e-01
2.129572e-02,1.958547e-01,1.759749e-01,7.687396e-02,2.632987e-01
2.267538e-02,2.233493e-01,2.037438e-01,8.963093e-02,3.023184e-01
2.414443e-02,2.539695e-01,2.418672e-01,1.057613e-01,3.507139e-01
2.570865e-02,2.862075e-01,2.988937e-01,1.201281e-01,4.138262e-01
2.737421e-02,3.252600e-01,3.537319e-01,1.399287e-01,4.805417e-01
2.914768e-02,3.836261e-01,3.667007e-01,1.507612e-01,5.306962e-01
3.103604e-02,4.741920e-01,4.281571e-01,1.787832e-01,6.388870e-01
3.304674e-02,5.653121e-01,4.778664e-01,2.580990e-01,7.402257e-01
3.518770e-02,6.016006e-01,6.263984e-01,3.423861e-01,8.685035e-01
3.746737e-02,8.324600e-01,8.802823e-01,4.488827e-01,1.211564e+00
3.989473e-02,1.030235e+00,9.545334e-01,5.229069e-01,1.404464e+00
4.247935e-02,1.282689e+00,1.207333e+00,6.822714e-01,1.761517e+00
4.523142e-02,1.440299e+00,1.442608e+00,6.397195e-01,2.038524e+00
4.816178e-02,1.848073e+00,1.723535e+00,8.769473e-01,2.527043e+00
5.128199e-02,1.946751e+00,1.977752e+00,1.440507e+00,2.775130e+00
5.460434e-02,2.247530e+00,2.357681e+00,1.484528e+00,3.257307e+00
5.814194e-02,2.532549e+00,2.763072e+00,1.888291e+00,3.748115e+00
6.190872e-02,3.162800e+00,3.547284e+00,2.250850e+00,4.752528e+00
6.591954e-02,3.876631e+00,3.555962e+00,2.252414e+00,5.260526e+00
7.019020e-02,4.659201e+00,3.631254e+00,2.531971e+00,5.907128e+00
7.473754e-02,6.796588e+00,3.641235e+00,2.742664e+00,7.710525e+00
7.957948e-02,8.154703e+00,4.578506e+00,2.721792e+00,9.352107e+00
8.473512e-02,8.944875e+00,4.565916e+00,3.790724e+00,1.004283e+01
9.022476e-02,9.467360e+00,5.271687e+00,3.586744e+00,1.083612e+01
9.607006e-02,1.104471e+01,6.586507e+00,3.848762e+00,1.285954e+01
1.022941e-01,1.495073e+01,1.116417e+01,3.902131e+00,1.865913e+01
1.089213e-01,1.623500e+01,1.571139e+01,4.829698e+00,2.259254e+01
1.159778e-01,1.776158e+01,2.046026e+01,6.437507e+00,2.709420e+01
1.234916e-01,1.807437e+01,2.423495e+01,6.212513e+00,3.023269e+01
1.314921e-01,2.110299e+01,2.453841e+01,5.655831e+00,3.236464e+01
1.400110e-01,2.576865e+01,2.277337e+01,4.731423e+00,3.438968e+01
1.490817e-01,2.640697e+01,2.378414e+01,5.348943e+00,3.553890e+01
1.587401e-01,2.179497e+01,1.876221e+01,5.760820e+00,2.875832e+01
1.690242e-01,1.809456e+01,1.533707e+01,5.730885e+00,2.372001e+01
1.799746e-01,1.668918e+01,1.831242e+01,6.827970e+00,2.477647e+01
1.916345e-01,1.535059e+01,2.338573e+01,6.846649e+00,2.797379e+01
2.040497e-01,1.442306e+01,2.587635e+01,5.463038e+00,2.962449e+01
2.172693e-01,1.362380e+01,2.390983e+01,4.831677e+00,2.751886e+01
2.313453e-01,1.278933e+01,2.236133e+01,4.498948e+00,2.576036e+01
2.463332e-01,1.309111e+01,2.079987e+01,3.421498e+00,2.457665e+01
2.622921e-01,1.116778e+01,1.936051e+01,4.094650e+00,2.235059e+01
2.792850e-01,9.451743e+00,1.711063e+01,4.772185e+00,1.954761e+01
2.973787e-01,9.250350e+00,1.694389e+01,4.930151e+00,1.930452e+01
3.166447e-01,1.058112e+01,1.540740e+01,5.849102e+00,1.869086e+01
3.371588e-01,1.039847e+01,1.220441e+01,4.706454e+00,1.603358e+01
3.590020e-01,1.120645e+01,1.058166e+01,4.846647e+00,1.541285e+01
3.822603e-01,9.311555e+00,1.251514e+01,5.425227e+00,1.559916e+01
4.070254e-01,9.723280e+00,1.269207e+01,5.921809e+00,1.598846e+01
4.333949e-01,9.795481e+00,1.351080e+01,5.414850e+00,1.668812e+01
4.614729e-01,9.612538e+00,1.215965e+01,5.603204e+00,1.550025e+01
4.913698e-01,1.130628e+01,1.260099e+01,5.717942e+00,1.692976e+01
5.232037e-01,1.370527e+01,1.253206e+01,5.372563e+00,1.857113e+01
5.571000e-01,1.425496e+01,1.245543e+01,5.032856e+00,1.892991e+01
5.931922e-01,1.193207e+01,1.176885e+01,5.002082e+00,1.675949e+01
6.316228e-01,1.208842e+01,1.069975e+01,5.721875e+00,1.614356e+01
6.725431e-01,1.267129e+01,1.148482e+01,5.667538e+00,1.710154e+01
7.161144e-01,1.653760e+01,1.365165e+01,5.250903e+00,2.144434e+01
7.625086e-01,1.700559e+01,1.409909e+01,6.787690e+00,2.209014e+01
8.119085e-01,1.550090e+01,1.427508e+01,6.564630e+00,2.107263e+01
8.645087e-01,1.673515e+01,1.489812e+01,6.812652e+00,2.240578e+01
9.205168e-01,1.365569e+01,1.585405e+01,7.862718e+00,2.092435e+01
9.801534e-01,1.305373e+01,1.484247e+01,1.004340e+01,1.976610e+01
1.043654e+00,1.700183e+01,1.602091e+01,9.658690e+00,2.336090e+01
1.111268e+00,1.974135e+01,1.501700e+01,7.842393e+00,2.480385e+01
1.183262e+00,1.800804e+01,1.435792e+01,6.655941e+00,2.303127e+01
1.259921e+00,1.653856e+01,1.252858e+01,6.805414e+00,2.074824e+01
1.341546e+00,1.785478e+01,1.121786e+01,6.425381e+00,2.108633e+01
1.428460e+00,1.785832e+01,1.038980e+01,7.747606e+00,2.066078e+01
1.521004e+00,1.442516e+01,1.134798e+01,7.848250e+00,1.835379e+01
1.619544e+00,1.354819e+01,1.097816e+01,6.677566e+00,1.743771e+01
1.724467e+00,1.059760e+01,1.018951e+01,6.858820e+00,1.470154e+01
1.836189e+00,1.092033e+01,9.522080e+00,6.829921e+00,1.448874e+01
1.955148e+00,1.395186e+01,9.110087e+00,6.805474e+00,1.666277e+01
2.081814e+00,1.445220e+01,1.208074e+01,7.511464e+00,1.883641e+01
2.216686e+00,1.517534e+01,1.476843e+01,6.866169e+00,2.117540e+01
2.360297e+00,1.681714e+01,1.255814e+01,6.778067e+00,2.098864e+01
