frequency,NS,EW,UD
0.000000e+00,9.923000e-02,2.421700e-01,2.865000e-02
2.380952e-03,3.102901e-01,8.313457e-01,1.359030e-01
4.761905e-03,6.153104e-02,7.839783e-01,1.225107e-02
7.142857e-03,8.524483e-02,7.787897e-01,9.170680e-02
9.523810e-03,1.293863e-01,7.758400e-01,3.790266e-02
1.190476e-02,3.650475e-01,7.867572e-01,1.084532e-01
1.428571e-02,2.211524e-01,8.451631e-01,4.552318e-02
1.666667e-02,2.203940e-02,9.357003e-01,6.954267e-02
1.904762e-02,1.758473e-01,7.379203e-01,1.391320e-01
2.142857e-02,3.359436e-01,5.984458e-01,1.838120e-01
2.380952e-02,4.074482e-01,1.010783e+00,1.244551e-01
2.619048e-02,2.092591e-01,8.996000e-01,1.402995e-01
2.857143e-02,2.658124e-01,8.519611e-01,3.159400e-01
3.095238e-02,4.522132e-01,8.497964e-01,4.924667e-01
3.333333e-02,8.842982e-01,5.906587e-01,4.406508e-01
3.571429e-02,8.288257e-01,7.811829e-01,4.150429e-01
3.809524e-02,3.616746e-01,1.489690e+00,3.883137e-01
4.047619e-02,6.222802e-01,9.443020e-01,1.846363e-01
4.285714e-02,5.274017e-01,3.613544e-01,7.685202e-02
4.523810e-02,1.976297e-01,1.513202e+00,1.276566e-01
4.761905e-02,2.857200e-01,6.117362e-01,1.921969e-01
5.000000e-02,5.567413e-01,1.203329e+00,4.136318e-01
5.238095e-02,2.030108e+00,1.554776e+00,1.566835e+00
5.476190e-02,1.291599e+00,1.592218e+00,1.609534e+00
5.714286e-02,3.379794e-01,2.375177e+00,9.870295e-01
5.952381e-02,9.073929e-01,2.436867e+00,1.237622e+00
6.190476e-02,6.079856e-01,9.502374e-01,4.046430e-01
6.428571e-02,6.998998e-01,1.187625e+00,6.829827e-01
6.666667e-02,3.437710e-02,2.338084e-01,3.457672e-01
6.904762e-02,4.814117e-01,1.984144e+00,2.550456e-01
7.142857e-02,6.297037e-01,6.718279e-01,5.236017e-01
7.380952e-02,9.452517e-01,6.985541e-02,6.186591e-01
7.619048e-02,6.732282e-01,2.494678e+00,4.168762e-01
7.857143e-02,2.783403e-01,1.767165e+00,1.180715e+00
8.095238e-02,9.878920e-01,5.602157e-01,4.692166e-01
8.333333e-02,3.830862e-01,1.249288e+00,4.532424e-01
8.571429e-02,9.310496e-01,7.134550e-01,1.962136e+00
8.809524e-02,1.712825e+00,1.591941e+00,5.118076e-01
9.047619e-02,4.247212e-01,2.041997e+00,5.920768e-01
9.285714e-02,1.079380e+00,2.048544e+00,8.569645e-01
9.523810e-02,4.146631e-01,2.854663e+00,5.632734e-01
9.761905e-02,2.295307e+00,1.636104e+00,9.021265e-01
1.000000e-01,1.024411e+00,3.094065e+00,4.722278e-01
1.023810e-01,2.658213e+00,1.530379e+00,1.938938e+00
1.047619e-01,4.717440e-01,1.854992e+00,6.809699e-01
1.071429e-01,2.126578e+00,7.340584e-01,2.225929e+00
1.095238e-01,1.797261e+00,1.743827e+00,5.993196e-01
1.119048e-01,2.951509e+00,1.027776e+00,6.921145e-01
1.142857e-01,2.856653e-01,1.078874e+00,1.273215e-01
1.166667e-01,1.610316e+00,8.181754e-01,5.278182e-01
